record_id,molecule_id,inchi,name,component_id,split,series_id,source_doi,T_K,p_Pa,log10_p_over_1Pa,ln_p_over_1Pa,temperature_level_id,base_role,duplicate_group,duplicate_representative_id,is_duplicate_copy,method,property_phase,state_origin,original_property_value_metadata_json,state_metadata_json
10.1016/j.fluid.2008.02.001#d1#p1#r23,mol_8568098f87e46d1f,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3",methyl butanoate,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d1#p1,10.1016/j.fluid.2008.02.001,301.2,5303,3.72452162712,8.57602797714,10.1016/j.fluid.2008.02.001#d1#p1#T0019,train_pressure,pdup_e5dc750f51b21fb1,10.1016/j.fluid.2008.02.001#d1#p1#r23,False,Transpiration method,Liquid,variable,"{""nPropNumber"":1,""nPropDigits"":5,""nPropValue"":5.303,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.3707,""nCombUncertAssessNum"":1}}","{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":301.2}"
10.1016/j.fluid.2008.02.001#d1#p1#r24,mol_8568098f87e46d1f,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3",methyl butanoate,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d1#p1,10.1016/j.fluid.2008.02.001,303.2,5696.7,3.75562334921,8.6476423388,10.1016/j.fluid.2008.02.001#d1#p1#T0020,train_pressure,pdup_fec6ef521dc6f16b,10.1016/j.fluid.2008.02.001#d1#p1#r24,False,Transpiration method,Liquid,variable,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":0.3987,""nCombUncertAssessNum"":1},""nPropValue"":5.6967,""nPropNumber"":1,""nPropDigits"":5}","{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":303.2}"
10.1016/j.fluid.2008.02.001#d1#p1#r3,mol_8568098f87e46d1f,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3",methyl butanoate,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d1#p1,10.1016/j.fluid.2008.02.001,278.2,1396.9,3.14516531735,7.24201077473,10.1016/j.fluid.2008.02.001#d1#p1#T0002,train_pressure,pdup_286cc506c9537d0b,10.1016/j.fluid.2008.02.001#d1#p1#r3,False,Transpiration method,Liquid,variable,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":0.0982,""nCombUncertAssessNum"":1},""nPropValue"":1.3969,""nPropDigits"":5,""nPropNumber"":1}","{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":278.2}"
10.1016/j.fluid.2008.02.001#d1#p1#r4,mol_8568098f87e46d1f,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3",methyl butanoate,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d1#p1,10.1016/j.fluid.2008.02.001,279.4,1491.6,3.17365237469,7.3076046483,10.1016/j.fluid.2008.02.001#d1#p1#T0003,train_pressure,pdup_856faba787aed684,10.1016/j.fluid.2008.02.001#d1#p1#r4,False,Transpiration method,Liquid,variable,"{""nPropValue"":1.4916,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.1049},""nPropNumber"":1,""nPropDigits"":5}","{""nVarValue"":279.4,""nVarNumber"":1,""nVarDigits"":4}"
10.1016/j.fluid.2008.02.001#d1#p1#r5,mol_8568098f87e46d1f,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3",methyl butanoate,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d1#p1,10.1016/j.fluid.2008.02.001,281.3,1627.2,3.21144093558,7.39461602529,10.1016/j.fluid.2008.02.001#d1#p1#T0004,train_pressure,pdup_ba1100d87a036a7d,10.1016/j.fluid.2008.02.001#d1#p1#r5,False,Transpiration method,Liquid,variable,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.1247},""nPropValue"":1.6272,""nPropNumber"":1,""nPropDigits"":5}","{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":281.3}"
10.1016/j.fluid.2008.02.001#d1#p1#r6,mol_8568098f87e46d1f,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3",methyl butanoate,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d1#p1,10.1016/j.fluid.2008.02.001,281.6,1705.4,3.23182625865,7.44155496631,10.1016/j.fluid.2008.02.001#d1#p1#T0005,train_pressure,pdup_3a2917412e974f29,10.1016/j.fluid.2008.02.001#d1#p1#r6,False,Transpiration method,Liquid,variable,"{""nPropNumber"":1,""nPropDigits"":5,""nPropValue"":1.7054,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.1297,""nCombUncertAssessNum"":1}}","{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":281.6}"
10.1016/j.fluid.2008.02.001#d1#p1#r7,mol_8568098f87e46d1f,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3",methyl butanoate,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d1#p1,10.1016/j.fluid.2008.02.001,283.4,1854,3.26810972981,7.52510074613,10.1016/j.fluid.2008.02.001#d1#p1#T0006,train_pressure,pdup_74930e3ee6e27177,10.1016/j.fluid.2008.02.001#d1#p1#r7,False,Transpiration method,Liquid,variable,"{""nPropValue"":1.854,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.1488,""nCombUncertAssessNum"":1},""nPropNumber"":1,""nPropDigits"":5}","{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":283.4}"
10.1016/j.fluid.2008.02.001#d1#p1#r8,mol_8568098f87e46d1f,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3",methyl butanoate,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d1#p1,10.1016/j.fluid.2008.02.001,283.7,1964.8,3.29331834946,7.58314573795,10.1016/j.fluid.2008.02.001#d1#p1#T0007,train_pressure,pdup_a31390be40e97f39,10.1016/j.fluid.2008.02.001#d1#p1#r8,False,Transpiration method,Liquid,variable,"{""nPropNumber"":1,""nPropDigits"":5,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.1555},""nPropValue"":1.9648}","{""nVarValue"":283.7,""nVarNumber"":1,""nVarDigits"":4}"
10.1016/j.fluid.2008.02.001#d1#p1#r9,mol_8568098f87e46d1f,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3",methyl butanoate,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d1#p1,10.1016/j.fluid.2008.02.001,285.5,2102.1,3.32265337221,7.65069212404,10.1016/j.fluid.2008.02.001#d1#p1#T0008,train_pressure,pdup_b0090ec8eeefe371,10.1016/j.fluid.2008.02.001#d1#p1#r9,False,Transpiration method,Liquid,variable,"{""nPropNumber"":1,""nPropDigits"":5,""nPropValue"":2.1021,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.1729}}","{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":285.5}"
10.1016/j.fluid.2008.02.001#d11#p1#r1,mol_765dc30ffee1ee3b,"InChI=1S/C7H14O2/c1-7(2,3)5-6(8)9-4/h5H2,1-4H3","methyl 3,3-dimethylbutanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d11#p1,10.1016/j.fluid.2008.02.001,273.9,304.6,2.483729899,5.71899944046,10.1016/j.fluid.2008.02.001#d11#p1#T0000,train_pressure,pdup_ad5b5370cb7dc500,10.1016/j.fluid.2008.02.001#d11#p1#r1,False,Transpiration method,Liquid,variable,"{""nPropNumber"":1,""nPropDigits"":4,""nPropValue"":0.3046,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.0218}}","{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":273.9}"
10.1016/j.fluid.2008.02.001#d11#p1#r10,mol_765dc30ffee1ee3b,"InChI=1S/C7H14O2/c1-7(2,3)5-6(8)9-4/h5H2,1-4H3","methyl 3,3-dimethylbutanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d11#p1,10.1016/j.fluid.2008.02.001,285.5,687.8,2.83746217149,6.533498098,10.1016/j.fluid.2008.02.001#d11#p1#T0009,train_pressure,pdup_2f755acee91aa3ab,10.1016/j.fluid.2008.02.001#d11#p1#r10,False,Transpiration method,Liquid,variable,"{""nPropNumber"":1,""nPropDigits"":4,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.0488,""nCombUncertAssessNum"":1},""nPropValue"":0.6878}","{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":285.5}"
10.1016/j.fluid.2008.02.001#d11#p1#r11,mol_765dc30ffee1ee3b,"InChI=1S/C7H14O2/c1-7(2,3)5-6(8)9-4/h5H2,1-4H3","methyl 3,3-dimethylbutanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d11#p1,10.1016/j.fluid.2008.02.001,288.2,822.3,2.91503029026,6.71210529198,10.1016/j.fluid.2008.02.001#d11#p1#T0010,train_pressure,pdup_f1d64a64ac5614a8,10.1016/j.fluid.2008.02.001#d11#p1#r11,False,Transpiration method,Liquid,variable,"{""nPropDigits"":4,""nPropNumber"":1,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.0574},""nPropValue"":0.8223}","{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":288.2}"
10.1016/j.fluid.2008.02.001#d11#p1#r12,mol_765dc30ffee1ee3b,"InChI=1S/C7H14O2/c1-7(2,3)5-6(8)9-4/h5H2,1-4H3","methyl 3,3-dimethylbutanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d11#p1,10.1016/j.fluid.2008.02.001,288.6,815.8,2.91158370098,6.70416922688,10.1016/j.fluid.2008.02.001#d11#p1#T0011,train_pressure,pdup_82246853d239c00b,10.1016/j.fluid.2008.02.001#d11#p1#r12,False,Transpiration method,Liquid,variable,"{""nPropValue"":0.8158,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.0569,""nCombUncertAssessNum"":1},""nPropDigits"":4,""nPropNumber"":1}","{""nVarValue"":288.6,""nVarDigits"":4,""nVarNumber"":1}"
10.1016/j.fluid.2008.02.001#d11#p1#r13,mol_765dc30ffee1ee3b,"InChI=1S/C7H14O2/c1-7(2,3)5-6(8)9-4/h5H2,1-4H3","methyl 3,3-dimethylbutanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d11#p1,10.1016/j.fluid.2008.02.001,291.6,997.7,2.99899997222,6.90545262992,10.1016/j.fluid.2008.02.001#d11#p1#T0012,train_pressure,pdup_409714424c51d7c3,10.1016/j.fluid.2008.02.001#d11#p1#r13,False,Transpiration method,Liquid,variable,"{""nPropNumber"":1,""nPropDigits"":4,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.0708},""nPropValue"":0.9977}","{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":291.6}"
10.1016/j.fluid.2008.02.001#d11#p1#r14,mol_765dc30ffee1ee3b,"InChI=1S/C7H14O2/c1-7(2,3)5-6(8)9-4/h5H2,1-4H3","methyl 3,3-dimethylbutanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d11#p1,10.1016/j.fluid.2008.02.001,293.2,1130.5,3.05327056668,7.03041529172,10.1016/j.fluid.2008.02.001#d11#p1#T0013,train_pressure,pdup_83a0ebe98a144b18,10.1016/j.fluid.2008.02.001#d11#p1#r14,False,Transpiration method,Liquid,variable,"{""nPropNumber"":1,""nPropDigits"":5,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.0798,""nCombUncertAssessNum"":1},""nPropValue"":1.1305}","{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":293.2}"
10.1016/j.fluid.2008.02.001#d11#p1#r15,mol_765dc30ffee1ee3b,"InChI=1S/C7H14O2/c1-7(2,3)5-6(8)9-4/h5H2,1-4H3","methyl 3,3-dimethylbutanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d11#p1,10.1016/j.fluid.2008.02.001,294.6,1194.8,3.07729521393,7.08573408634,10.1016/j.fluid.2008.02.001#d11#p1#T0014,train_pressure,pdup_2b5b5e153882ec6d,10.1016/j.fluid.2008.02.001#d11#p1#r15,False,Transpiration method,Liquid,variable,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":0.0844,""nCombUncertAssessNum"":1},""nPropValue"":1.1948,""nPropDigits"":5,""nPropNumber"":1}","{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":294.6}"
10.1016/j.fluid.2008.02.001#d11#p1#r16,mol_765dc30ffee1ee3b,"InChI=1S/C7H14O2/c1-7(2,3)5-6(8)9-4/h5H2,1-4H3","methyl 3,3-dimethylbutanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d11#p1,10.1016/j.fluid.2008.02.001,297.7,1436.4,3.15727539645,7.26989526235,10.1016/j.fluid.2008.02.001#d11#p1#T0015,train_pressure,pdup_63d2cbf2386fec61,10.1016/j.fluid.2008.02.001#d11#p1#r16,False,Transpiration method,Liquid,variable,"{""nPropDigits"":5,""nPropNumber"":1,""nPropValue"":1.4364,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.1072,""nCombUncertAssessNum"":1}}","{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":297.7}"
10.1016/j.fluid.2008.02.001#d11#p1#r17,mol_765dc30ffee1ee3b,"InChI=1S/C7H14O2/c1-7(2,3)5-6(8)9-4/h5H2,1-4H3","methyl 3,3-dimethylbutanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d11#p1,10.1016/j.fluid.2008.02.001,298.2,1532.6,3.18542882122,7.33472091854,10.1016/j.fluid.2008.02.001#d11#p1#T0016,train_pressure,pdup_772c9da924c1be9c,10.1016/j.fluid.2008.02.001#d11#p1#r17,False,Transpiration method,Liquid,variable,"{""nPropValue"":1.5326,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.1135,""nCombUncertAssessNum"":1},""nPropNumber"":1,""nPropDigits"":5}","{""nVarValue"":298.2,""nVarNumber"":1,""nVarDigits"":4}"
10.1016/j.fluid.2008.02.001#d11#p1#r18,mol_765dc30ffee1ee3b,"InChI=1S/C7H14O2/c1-7(2,3)5-6(8)9-4/h5H2,1-4H3","methyl 3,3-dimethylbutanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d11#p1,10.1016/j.fluid.2008.02.001,301.8,1854.2,3.26815657674,7.52520861517,10.1016/j.fluid.2008.02.001#d11#p1#T0017,train_pressure,pdup_add55efb51f57c12,10.1016/j.fluid.2008.02.001#d11#p1#r18,False,Transpiration method,Liquid,variable,"{""nPropNumber"":1,""nPropDigits"":5,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.1307},""nPropValue"":1.8542}","{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":301.8}"
10.1016/j.fluid.2008.02.001#d11#p1#r19,mol_765dc30ffee1ee3b,"InChI=1S/C7H14O2/c1-7(2,3)5-6(8)9-4/h5H2,1-4H3","methyl 3,3-dimethylbutanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d11#p1,10.1016/j.fluid.2008.02.001,303.2,2041.9,3.31003446914,7.62163602593,10.1016/j.fluid.2008.02.001#d11#p1#T0018,train_pressure,pdup_d7794f424e9cbddc,10.1016/j.fluid.2008.02.001#d11#p1#r19,False,Transpiration method,Liquid,variable,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.1442},""nPropValue"":2.0419,""nPropDigits"":5,""nPropNumber"":1}","{""nVarValue"":303.2,""nVarNumber"":1,""nVarDigits"":4}"
10.1016/j.fluid.2008.02.001#d11#p1#r2,mol_765dc30ffee1ee3b,"InChI=1S/C7H14O2/c1-7(2,3)5-6(8)9-4/h5H2,1-4H3","methyl 3,3-dimethylbutanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d11#p1,10.1016/j.fluid.2008.02.001,274.4,316.9,2.50092223919,5.7585862667,10.1016/j.fluid.2008.02.001#d11#p1#T0001,train_pressure,pdup_8e728c66df514252,10.1016/j.fluid.2008.02.001#d11#p1#r2,False,Transpiration method,Liquid,variable,"{""nPropValue"":0.3169,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.0226,""nCombUncertAssessNum"":1},""nPropDigits"":4,""nPropNumber"":1}","{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":274.4}"
10.1016/j.fluid.2008.02.001#d11#p1#r20,mol_765dc30ffee1ee3b,"InChI=1S/C7H14O2/c1-7(2,3)5-6(8)9-4/h5H2,1-4H3","methyl 3,3-dimethylbutanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d11#p1,10.1016/j.fluid.2008.02.001,303.8,2088.8,3.31989685881,7.64434501738,10.1016/j.fluid.2008.02.001#d11#p1#T0019,train_pressure,pdup_704610b9f9e7cc49,10.1016/j.fluid.2008.02.001#d11#p1#r20,False,Transpiration method,Liquid,variable,"{""nPropDigits"":5,""nPropNumber"":1,""nPropValue"":2.0888,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.1463,""nCombUncertAssessNum"":1}}","{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":303.8}"
10.1016/j.fluid.2008.02.001#d11#p1#r21,mol_765dc30ffee1ee3b,"InChI=1S/C7H14O2/c1-7(2,3)5-6(8)9-4/h5H2,1-4H3","methyl 3,3-dimethylbutanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d11#p1,10.1016/j.fluid.2008.02.001,306.9,2498.3,3.39764458797,7.82336577955,10.1016/j.fluid.2008.02.001#d11#p1#T0020,train_pressure,pdup_8bbc449e60ffcf5c,10.1016/j.fluid.2008.02.001#d11#p1#r21,False,Transpiration method,Liquid,variable,"{""nPropNumber"":1,""nPropDigits"":5,""nPropValue"":2.4983,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.1764,""nCombUncertAssessNum"":1}}","{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":306.9}"
10.1016/j.fluid.2008.02.001#d11#p1#r22,mol_765dc30ffee1ee3b,"InChI=1S/C7H14O2/c1-7(2,3)5-6(8)9-4/h5H2,1-4H3","methyl 3,3-dimethylbutanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d11#p1,10.1016/j.fluid.2008.02.001,308.2,2737.2,3.43730653132,7.91469077908,10.1016/j.fluid.2008.02.001#d11#p1#T0021,train_pressure,pdup_e0c8fbd6f2cf7e91,10.1016/j.fluid.2008.02.001#d11#p1#r22,False,Transpiration method,Liquid,variable,"{""nPropNumber"":1,""nPropDigits"":5,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.1927},""nPropValue"":2.7372}","{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":308.2}"
10.1016/j.fluid.2008.02.001#d11#p1#r23,mol_765dc30ffee1ee3b,"InChI=1S/C7H14O2/c1-7(2,3)5-6(8)9-4/h5H2,1-4H3","methyl 3,3-dimethylbutanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d11#p1,10.1016/j.fluid.2008.02.001,309,2782.7,3.44446638802,7.93117695837,10.1016/j.fluid.2008.02.001#d11#p1#T0022,train_pressure,pdup_a98be88744948e87,10.1016/j.fluid.2008.02.001#d11#p1#r23,False,Transpiration method,Liquid,variable,"{""nPropDigits"":5,""nPropNumber"":1,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.1941},""nPropValue"":2.7827}","{""nVarValue"":309,""nVarNumber"":1,""nVarDigits"":4}"
10.1016/j.fluid.2008.02.001#d11#p1#r24,mol_765dc30ffee1ee3b,"InChI=1S/C7H14O2/c1-7(2,3)5-6(8)9-4/h5H2,1-4H3","methyl 3,3-dimethylbutanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d11#p1,10.1016/j.fluid.2008.02.001,313.2,3591.1,3.55522749893,8.18621384123,10.1016/j.fluid.2008.02.001#d11#p1#T0023,train_pressure,pdup_d257054facad7eda,10.1016/j.fluid.2008.02.001#d11#p1#r24,False,Transpiration method,Liquid,variable,"{""nPropValue"":3.5911,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.253},""nPropNumber"":1,""nPropDigits"":5}","{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":313.2}"
10.1016/j.fluid.2008.02.001#d11#p1#r3,mol_765dc30ffee1ee3b,"InChI=1S/C7H14O2/c1-7(2,3)5-6(8)9-4/h5H2,1-4H3","methyl 3,3-dimethylbutanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d11#p1,10.1016/j.fluid.2008.02.001,275.9,351.9,2.54641926684,5.86334704433,10.1016/j.fluid.2008.02.001#d11#p1#T0002,train_pressure,pdup_f727a215644f5242,10.1016/j.fluid.2008.02.001#d11#p1#r3,False,Transpiration method,Liquid,variable,"{""nPropDigits"":4,""nPropNumber"":1,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.0251,""nCombUncertAssessNum"":1},""nPropValue"":0.3519}","{""nVarValue"":275.9,""nVarNumber"":1,""nVarDigits"":4}"
10.1016/j.fluid.2008.02.001#d11#p1#r4,mol_765dc30ffee1ee3b,"InChI=1S/C7H14O2/c1-7(2,3)5-6(8)9-4/h5H2,1-4H3","methyl 3,3-dimethylbutanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d11#p1,10.1016/j.fluid.2008.02.001,277.4,395.4,2.59703666498,5.97989791074,10.1016/j.fluid.2008.02.001#d11#p1#T0003,train_pressure,pdup_f057fb8e8ada24d9,10.1016/j.fluid.2008.02.001#d11#p1#r4,False,Transpiration method,Liquid,variable,"{""nPropDigits"":4,""nPropNumber"":1,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.0282,""nCombUncertAssessNum"":1},""nPropValue"":0.3954}","{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":277.4}"
10.1016/j.fluid.2008.02.001#d11#p1#r5,mol_765dc30ffee1ee3b,"InChI=1S/C7H14O2/c1-7(2,3)5-6(8)9-4/h5H2,1-4H3","methyl 3,3-dimethylbutanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d11#p1,10.1016/j.fluid.2008.02.001,278.7,436,2.63948648927,6.07764224335,10.1016/j.fluid.2008.02.001#d11#p1#T0004,train_pressure,pdup_21409a3847cabbea,10.1016/j.fluid.2008.02.001#d11#p1#r5,False,Transpiration method,Liquid,variable,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":0.0311,""nCombUncertAssessNum"":1},""nPropValue"":0.436,""nPropNumber"":1,""nPropDigits"":4}","{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":278.7}"
10.1016/j.fluid.2008.02.001#d11#p1#r6,mol_765dc30ffee1ee3b,"InChI=1S/C7H14O2/c1-7(2,3)5-6(8)9-4/h5H2,1-4H3","methyl 3,3-dimethylbutanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d11#p1,10.1016/j.fluid.2008.02.001,279.5,464.5,2.66698571833,6.14096155825,10.1016/j.fluid.2008.02.001#d11#p1#T0005,train_pressure,pdup_efc85fe5ae44bdbf,10.1016/j.fluid.2008.02.001#d11#p1#r6,False,Transpiration method,Liquid,variable,"{""nPropValue"":0.4645,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.0329},""nPropNumber"":1,""nPropDigits"":4}","{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":279.5}"
10.1016/j.fluid.2008.02.001#d11#p1#r7,mol_765dc30ffee1ee3b,"InChI=1S/C7H14O2/c1-7(2,3)5-6(8)9-4/h5H2,1-4H3","methyl 3,3-dimethylbutanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d11#p1,10.1016/j.fluid.2008.02.001,281.5,522.6,2.71816940539,6.25881635309,10.1016/j.fluid.2008.02.001#d11#p1#T0006,train_pressure,pdup_0cb2a61ce9b0616d,10.1016/j.fluid.2008.02.001#d11#p1#r7,False,Transpiration method,Liquid,variable,"{""nPropNumber"":1,""nPropDigits"":4,""nPropValue"":0.5226,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.037,""nCombUncertAssessNum"":1}}","{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":281.5}"
10.1016/j.fluid.2008.02.001#d11#p1#r8,mol_765dc30ffee1ee3b,"InChI=1S/C7H14O2/c1-7(2,3)5-6(8)9-4/h5H2,1-4H3","methyl 3,3-dimethylbutanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d11#p1,10.1016/j.fluid.2008.02.001,282.5,567.5,2.75396586587,6.34124074936,10.1016/j.fluid.2008.02.001#d11#p1#T0007,train_pressure,pdup_8073f5e99d738033,10.1016/j.fluid.2008.02.001#d11#p1#r8,False,Transpiration method,Liquid,variable,"{""nPropValue"":0.5675,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.0403,""nCombUncertAssessNum"":1},""nPropNumber"":1,""nPropDigits"":4}","{""nVarValue"":282.5,""nVarDigits"":4,""nVarNumber"":1}"
10.1016/j.fluid.2008.02.001#d11#p1#r9,mol_765dc30ffee1ee3b,"InChI=1S/C7H14O2/c1-7(2,3)5-6(8)9-4/h5H2,1-4H3","methyl 3,3-dimethylbutanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d11#p1,10.1016/j.fluid.2008.02.001,283.3,593.7,2.77356704893,6.38637414128,10.1016/j.fluid.2008.02.001#d11#p1#T0008,train_pressure,pdup_48cd22fc73f08c3b,10.1016/j.fluid.2008.02.001#d11#p1#r9,False,Transpiration method,Liquid,variable,"{""nPropDigits"":4,""nPropNumber"":1,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.0421},""nPropValue"":0.5937}","{""nVarValue"":283.3,""nVarNumber"":1,""nVarDigits"":4}"
10.1016/j.fluid.2008.02.001#d2#p1#r1,mol_2c8fece1c354948f,"InChI=1S/C6H12O2/c1-3-4-5-6(7)8-2/h3-5H2,1-2H3",methyl pentanoate,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d2#p1,10.1016/j.fluid.2008.02.001,274.9,338.6,2.52968695377,5.8248194697,10.1016/j.fluid.2008.02.001#d2#p1#T0000,train_pressure,pdup_2c9fae0a7b4cabbe,10.1016/j.fluid.2008.02.001#d2#p1#r1,False,Transpiration method,Liquid,variable,"{""nPropDigits"":4,""nPropNumber"":1,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.0239,""nCombUncertAssessNum"":1},""nPropValue"":0.3386}","{""nVarValue"":274.9,""nVarDigits"":4,""nVarNumber"":1}"
