record_id,molecule_id,inchi,name,component_id,split,series_id,source_doi,T_K,p_Pa,log10_p_over_1Pa,ln_p_over_1Pa,temperature_level_id,base_role,duplicate_group,duplicate_representative_id,is_duplicate_copy,method,property_phase,state_origin,original_property_value_metadata_json,state_metadata_json
10.1007/s10765-018-2361-8#d2#p1#r1,mol_83a135e5c50b66c1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",propan-2-ol,grp_5dea7427c65d07c7,train,10.1007/s10765-018-2361-8#d2#p1,10.1007/s10765-018-2361-8,297.9,6380,3.80482067872,8.76092337634,10.1007/s10765-018-2361-8#d2#p1#T0000,train_pressure,pdup_a28679202b3d3a28,10.1007/s10765-018-2361-8#d2#p1#r1,False,Closed cell (Static) method,Liquid,variable,"{""nPropDigits"":3,""nPropNumber"":1,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1},""nPropValue"":6.38}","{""nVarValue"":297.9,""nVarNumber"":1,""nVarDigits"":4}"
10.1007/s10765-018-2361-8#d2#p1#r2,mol_83a135e5c50b66c1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",propan-2-ol,grp_5dea7427c65d07c7,train,10.1007/s10765-018-2361-8#d2#p1,10.1007/s10765-018-2361-8,303.7,8930,3.95085145889,9.09717167387,10.1007/s10765-018-2361-8#d2#p1#T0001,train_pressure,pdup_33a0ee673525e19b,10.1007/s10765-018-2361-8#d2#p1#r2,False,Closed cell (Static) method,Liquid,variable,"{""nPropValue"":8.93,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.01},""nPropDigits"":3,""nPropNumber"":1}","{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":303.7}"
10.1016/j.fluid.2004.02.021#d1#p1#r1,mol_69df6d03bf2d6749,InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,"1,1,2,2-tetrachloroethane",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.02.021#d1#p1,10.1016/j.fluid.2004.02.021,283.15,263,2.41995574849,5.57215403218,10.1016/j.fluid.2004.02.021#d1#p1#T0000,train_pressure,pdup_1f2b3e9c15b0b580,10.1016/j.fluid.2004.02.021#d1#p1#r1,False,CCELL:UFactor:2,Liquid,variable,"{""nPropDigits"":3,""nPropNumber"":1,""nPropValue"":0.263,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.008}}","{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":283.15}"
10.1016/j.fluid.2004.02.021#d1#p1#r2,mol_69df6d03bf2d6749,InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,"1,1,2,2-tetrachloroethane",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.02.021#d1#p1,10.1016/j.fluid.2004.02.021,288.15,373,2.57170883181,5.92157841964,10.1016/j.fluid.2004.02.021#d1#p1#T0001,train_pressure,pdup_433fac6352e016ba,10.1016/j.fluid.2004.02.021#d1#p1#r2,False,CCELL:UFactor:2,Liquid,variable,"{""nPropNumber"":1,""nPropDigits"":3,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.01,""nCombUncertAssessNum"":1},""nPropValue"":0.373}","{""nVarValue"":288.15,""nVarNumber"":1,""nVarDigits"":5}"
10.1016/j.fluid.2004.02.021#d1#p1#r3,mol_69df6d03bf2d6749,InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,"1,1,2,2-tetrachloroethane",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.02.021#d1#p1,10.1016/j.fluid.2004.02.021,293.15,521,2.7168377233,6.25575004175,10.1016/j.fluid.2004.02.021#d1#p1#T0002,train_pressure,pdup_af52ba18b9bbc1b7,10.1016/j.fluid.2004.02.021#d1#p1#r3,False,CCELL:UFactor:2,Liquid,variable,"{""nPropValue"":0.521,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.013},""nPropNumber"":1,""nPropDigits"":3}","{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":293.15}"
10.1016/j.fluid.2004.02.021#d1#p1#r4,mol_69df6d03bf2d6749,InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,"1,1,2,2-tetrachloroethane",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.02.021#d1#p1,10.1016/j.fluid.2004.02.021,298.15,711,2.85186960073,6.5666724298,10.1016/j.fluid.2004.02.021#d1#p1#T0003,train_pressure,pdup_5fcf7ab8c8530f9a,10.1016/j.fluid.2004.02.021#d1#p1#r4,False,CCELL:UFactor:2,Liquid,variable,"{""nPropNumber"":1,""nPropDigits"":3,""nPropValue"":0.711,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.017,""nCombUncertAssessNum"":1}}","{""nVarValue"":298.15,""nVarNumber"":1,""nVarDigits"":5}"
10.1016/j.fluid.2004.02.021#d1#p1#r5,mol_69df6d03bf2d6749,InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,"1,1,2,2-tetrachloroethane",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.02.021#d1#p1,10.1016/j.fluid.2004.02.021,303.15,980,2.99122607569,6.88755257166,10.1016/j.fluid.2004.02.021#d1#p1#T0004,train_pressure,pdup_703136d3f3ef7642,10.1016/j.fluid.2004.02.021#d1#p1#r5,False,CCELL:UFactor:2,Liquid,variable,"{""nPropValue"":0.98,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.022,""nCombUncertAssessNum"":1},""nPropDigits"":3,""nPropNumber"":1}","{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":303.15}"
10.1016/j.fluid.2004.02.021#d1#p1#r6,mol_69df6d03bf2d6749,InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,"1,1,2,2-tetrachloroethane",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.02.021#d1#p1,10.1016/j.fluid.2004.02.021,308.15,1289,3.11025291735,7.16162200294,10.1016/j.fluid.2004.02.021#d1#p1#T0005,train_pressure,pdup_8604f27da2ccaaf4,10.1016/j.fluid.2004.02.021#d1#p1#r6,False,CCELL:UFactor:2,Liquid,variable,"{""nPropNumber"":1,""nPropDigits"":4,""nPropValue"":1.289,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.028,""nCombUncertAssessNum"":1}}","{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":308.15}"
10.1016/j.fluid.2004.02.021#d1#p1#r7,mol_69df6d03bf2d6749,InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,"1,1,2,2-tetrachloroethane",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.02.021#d1#p1,10.1016/j.fluid.2004.02.021,313.15,1701,3.23070431361,7.4389715924,10.1016/j.fluid.2004.02.021#d1#p1#T0006,train_pressure,pdup_11da2145d4bb6a06,10.1016/j.fluid.2004.02.021#d1#p1#r7,False,CCELL:UFactor:2,Liquid,variable,"{""nPropDigits"":4,""nPropNumber"":1,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.027},""nPropValue"":1.701}","{""nVarValue"":313.15,""nVarDigits"":5,""nVarNumber"":1}"
10.1016/j.fluid.2004.02.021#d1#p1#r8,mol_69df6d03bf2d6749,InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,"1,1,2,2-tetrachloroethane",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.02.021#d1#p1,10.1016/j.fluid.2004.02.021,318.15,2236,3.34947179921,7.71244383427,10.1016/j.fluid.2004.02.021#d1#p1#T0007,train_pressure,pdup_01f2f931ca1f080c,10.1016/j.fluid.2004.02.021#d1#p1#r8,False,CCELL:UFactor:2,Liquid,variable,"{""nPropValue"":2.236,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.029,""nCombUncertAssessNum"":1},""nPropNumber"":1,""nPropDigits"":4}","{""nVarValue"":318.15,""nVarNumber"":1,""nVarDigits"":5}"
10.1016/j.fluid.2004.02.021#d1#p1#r9,mol_69df6d03bf2d6749,InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,"1,1,2,2-tetrachloroethane",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.02.021#d1#p1,10.1016/j.fluid.2004.02.021,323.15,2860,3.45636603313,7.95857690381,10.1016/j.fluid.2004.02.021#d1#p1#T0008,train_pressure,pdup_deeb549065ec6c0e,10.1016/j.fluid.2004.02.021#d1#p1#r9,False,CCELL:UFactor:2,Liquid,variable,"{""nPropNumber"":1,""nPropDigits"":4,""nPropValue"":2.86,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.032,""nCombUncertAssessNum"":1}}","{""nVarValue"":323.15,""nVarNumber"":1,""nVarDigits"":5}"
10.1016/j.fluid.2004.02.021#d2#p1#r1,mol_520d932204fca4b7,InChI=1S/C2Cl4/c3-1(4)2(5)6,tetrachloroethene,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.02.021#d2#p1,10.1016/j.fluid.2004.02.021,283.15,1023,3.00987563371,6.93049476595,10.1016/j.fluid.2004.02.021#d2#p1#T0000,train_pressure,pdup_a56357fec9d147a5,10.1016/j.fluid.2004.02.021#d2#p1#r1,False,CCELL:UFactor:2,Liquid,variable,"{""nPropDigits"":4,""nPropNumber"":1,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.023,""nCombUncertAssessNum"":1},""nPropValue"":1.023}","{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":283.15}"
10.1016/j.fluid.2004.02.021#d2#p1#r2,mol_520d932204fca4b7,InChI=1S/C2Cl4/c3-1(4)2(5)6,tetrachloroethene,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.02.021#d2#p1,10.1016/j.fluid.2004.02.021,288.15,1400,3.14612803568,7.2442275156,10.1016/j.fluid.2004.02.021#d2#p1#T0001,train_pressure,pdup_3950eaa0ae8baff3,10.1016/j.fluid.2004.02.021#d2#p1#r2,False,CCELL:UFactor:2,Liquid,variable,"{""nPropValue"":1.4,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.026},""nPropDigits"":4,""nPropNumber"":1}","{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":288.15}"
10.1016/j.fluid.2004.02.021#d2#p1#r3,mol_520d932204fca4b7,InChI=1S/C2Cl4/c3-1(4)2(5)6,tetrachloroethene,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.02.021#d2#p1,10.1016/j.fluid.2004.02.021,293.15,1861,3.26974637313,7.52886925664,10.1016/j.fluid.2004.02.021#d2#p1#T0002,train_pressure,pdup_8d18f146eb793dab,10.1016/j.fluid.2004.02.021#d2#p1#r3,False,CCELL:UFactor:2,Liquid,variable,"{""nPropNumber"":1,""nPropDigits"":4,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.028,""nCombUncertAssessNum"":1},""nPropValue"":1.861}","{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":293.15}"
10.1016/j.fluid.2004.02.021#d2#p1#r4,mol_520d932204fca4b7,InChI=1S/C2Cl4/c3-1(4)2(5)6,tetrachloroethene,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.02.021#d2#p1,10.1016/j.fluid.2004.02.021,298.15,2462,3.3912880486,7.80872930674,10.1016/j.fluid.2004.02.021#d2#p1#T0003,train_pressure,pdup_50a7c1f1a28b8fde,10.1016/j.fluid.2004.02.021#d2#p1#r4,False,CCELL:UFactor:2,Liquid,variable,"{""nPropDigits"":4,""nPropNumber"":1,""nPropValue"":2.462,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.03}}","{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":298.15}"
10.1016/j.fluid.2004.02.021#d2#p1#r5,mol_520d932204fca4b7,InChI=1S/C2Cl4/c3-1(4)2(5)6,tetrachloroethene,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.02.021#d2#p1,10.1016/j.fluid.2004.02.021,303.15,3205,3.50582803385,8.07246736935,10.1016/j.fluid.2004.02.021#d2#p1#T0004,train_pressure,pdup_031c6d8960e890c3,10.1016/j.fluid.2004.02.021#d2#p1#r5,False,CCELL:UFactor:2,Liquid,variable,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.033},""nPropValue"":3.205,""nPropNumber"":1,""nPropDigits"":4}","{""nVarValue"":303.15,""nVarNumber"":1,""nVarDigits"":5}"
10.1016/j.fluid.2004.02.021#d2#p1#r6,mol_520d932204fca4b7,InChI=1S/C2Cl4/c3-1(4)2(5)6,tetrachloroethene,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.02.021#d2#p1,10.1016/j.fluid.2004.02.021,308.15,4117,3.614580867,8.32288002177,10.1016/j.fluid.2004.02.021#d2#p1#T0005,train_pressure,pdup_06948bdd88f38860,10.1016/j.fluid.2004.02.021#d2#p1#r6,False,CCELL:UFactor:2,Liquid,variable,"{""nPropNumber"":1,""nPropDigits"":4,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.037,""nCombUncertAssessNum"":1},""nPropValue"":4.117}","{""nVarValue"":308.15,""nVarNumber"":1,""nVarDigits"":5}"
10.1016/j.fluid.2004.02.021#d2#p1#r7,mol_520d932204fca4b7,InChI=1S/C2Cl4/c3-1(4)2(5)6,tetrachloroethene,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.02.021#d2#p1,10.1016/j.fluid.2004.02.021,313.15,5253,3.7204074008,8.56655462095,10.1016/j.fluid.2004.02.021#d2#p1#T0006,train_pressure,pdup_8578c29ae503b76c,10.1016/j.fluid.2004.02.021#d2#p1#r7,False,CCELL:UFactor:2,Liquid,variable,"{""nPropNumber"":1,""nPropDigits"":4,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.041,""nCombUncertAssessNum"":1},""nPropValue"":5.253}","{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":313.15}"
10.1016/j.fluid.2004.02.021#d2#p1#r8,mol_520d932204fca4b7,InChI=1S/C2Cl4/c3-1(4)2(5)6,tetrachloroethene,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.02.021#d2#p1,10.1016/j.fluid.2004.02.021,318.15,6621,3.82092358788,8.79800169492,10.1016/j.fluid.2004.02.021#d2#p1#T0007,train_pressure,pdup_dfb93dd1aa213d25,10.1016/j.fluid.2004.02.021#d2#p1#r8,False,CCELL:UFactor:2,Liquid,variable,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":0.047,""nCombUncertAssessNum"":1},""nPropValue"":6.621,""nPropDigits"":4,""nPropNumber"":1}","{""nVarValue"":318.15,""nVarNumber"":1,""nVarDigits"":5}"
10.1016/j.fluid.2004.02.021#d2#p1#r9,mol_520d932204fca4b7,InChI=1S/C2Cl4/c3-1(4)2(5)6,tetrachloroethene,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.02.021#d2#p1,10.1016/j.fluid.2004.02.021,323.15,8286,3.91834492896,9.02232262264,10.1016/j.fluid.2004.02.021#d2#p1#T0008,train_pressure,pdup_0fed64dc3f267241,10.1016/j.fluid.2004.02.021#d2#p1#r9,False,CCELL:UFactor:2,Liquid,variable,"{""nPropNumber"":1,""nPropDigits"":4,""nPropValue"":8.286,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.054,""nCombUncertAssessNum"":1}}","{""nVarValue"":323.15,""nVarNumber"":1,""nVarDigits"":5}"
10.1016/j.fluid.2004.02.021#d3#p1#r1,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,benzene,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.02.021#d3#p1,10.1016/j.fluid.2004.02.021,283.15,6078,3.78376069574,8.71243097348,10.1016/j.fluid.2004.02.021#d3#p1#T0000,train_pressure,pdup_4bf63d57aa079d2c,10.1016/j.fluid.2004.02.021#d3#p1#r1,False,CCELL:UFactor:2,Liquid,variable,"{""nPropNumber"":1,""nPropDigits"":4,""nPropValue"":6.078,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.045}}","{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":283.15}"
10.1016/j.fluid.2004.02.021#d3#p1#r2,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,benzene,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.02.021#d3#p1,10.1016/j.fluid.2004.02.021,288.15,7849,3.89481432908,8.96814141413,10.1016/j.fluid.2004.02.021#d3#p1#T0001,train_pressure,pdup_9eef73aa1ed88f87,10.1016/j.fluid.2004.02.021#d3#p1#r2,False,CCELL:UFactor:2,Liquid,variable,"{""nPropNumber"":1,""nPropDigits"":4,""nPropValue"":7.849,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.052,""nCombUncertAssessNum"":1}}","{""nVarValue"":288.15,""nVarNumber"":1,""nVarDigits"":5}"
10.1016/j.fluid.2004.02.021#d3#p1#r3,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,benzene,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.02.021#d3#p1,10.1016/j.fluid.2004.02.021,293.15,10027,4.00117101494,9.21303673352,10.1016/j.fluid.2004.02.021#d3#p1#T0002,train_pressure,pdup_4b4c033d4efc49cb,10.1016/j.fluid.2004.02.021#d3#p1#r3,False,CCELL:UFactor:2,Liquid,variable,"{""nPropValue"":10.027,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.061},""nPropNumber"":1,""nPropDigits"":5}","{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":293.15}"
10.1016/j.fluid.2004.02.021#d3#p1#r4,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,benzene,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.02.021#d3#p1,10.1016/j.fluid.2004.02.021,298.15,12691,4.10349584411,9.44864835981,10.1016/j.fluid.2004.02.021#d3#p1#T0003,train_pressure,pdup_552e8c463dd60066,10.1016/j.fluid.2004.02.021#d3#p1#r4,False,CCELL:UFactor:2,Liquid,variable,"{""nPropDigits"":5,""nPropNumber"":1,""nPropValue"":12.691,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.072,""nCombUncertAssessNum"":1}}","{""nVarValue"":298.15,""nVarDigits"":5,""nVarNumber"":1}"
10.1016/j.fluid.2004.02.021#d3#p1#r5,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,benzene,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.02.021#d3#p1,10.1016/j.fluid.2004.02.021,303.15,15925,4.20207944101,9.67564548044,10.1016/j.fluid.2004.02.021#d3#p1#T0004,train_pressure,pdup_ed020a6ac2f7c3ed,10.1016/j.fluid.2004.02.021#d3#p1#r5,False,CCELL:UFactor:2,Liquid,variable,"{""nPropDigits"":5,""nPropNumber"":1,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.085},""nPropValue"":15.925}","{""nVarValue"":303.15,""nVarDigits"":5,""nVarNumber"":1}"
10.1016/j.fluid.2004.02.021#d3#p1#r6,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,benzene,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.02.021#d3#p1,10.1016/j.fluid.2004.02.021,308.15,19812,4.29692831931,9.89404309371,10.1016/j.fluid.2004.02.021#d3#p1#T0005,train_pressure,pdup_1d52312662e03def,10.1016/j.fluid.2004.02.021#d3#p1#r6,False,CCELL:UFactor:2,Liquid,variable,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.101},""nPropValue"":19.812,""nPropDigits"":5,""nPropNumber"":1}","{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":308.15}"
10.1016/j.fluid.2004.10.022#d12#p1#r1,mol_754b018a16a84522,"InChI=1S/C6H12O2/c1-5(7)8-6(2,3)4/h1-4H3","1,1-dimethylethyl ethanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.10.022#d12#p1,10.1016/j.fluid.2004.10.022,307.53,8990,3.95375969173,9.10386812747,10.1016/j.fluid.2004.10.022#d12#p1#T0000,train_pressure,pdup_cd597781d2e4e184,10.1016/j.fluid.2004.10.022#d12#p1#r1,False,EBULLIO:UFactor:8,Liquid,variable,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.13},""nPropValue"":8.99,""nPropDigits"":3,""nPropNumber"":1}","{""nVarValue"":307.53,""nVarDigits"":5,""nVarNumber"":1}"
10.1016/j.fluid.2004.10.022#d12#p1#r2,mol_754b018a16a84522,"InChI=1S/C6H12O2/c1-5(7)8-6(2,3)4/h1-4H3","1,1-dimethylethyl ethanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.10.022#d12#p1,10.1016/j.fluid.2004.10.022,311.79,10990,4.04099769242,9.3047410474,10.1016/j.fluid.2004.10.022#d12#p1#T0001,train_pressure,pdup_6dd3fb5e33d4b7c2,10.1016/j.fluid.2004.10.022#d12#p1#r2,False,EBULLIO:UFactor:8,Liquid,variable,"{""nPropValue"":10.99,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.13,""nCombUncertAssessNum"":1},""nPropDigits"":4,""nPropNumber"":1}","{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":311.79}"
10.1016/j.fluid.2004.10.022#d12#p1#r3,mol_754b018a16a84522,"InChI=1S/C6H12O2/c1-5(7)8-6(2,3)4/h1-4H3","1,1-dimethylethyl ethanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.10.022#d12#p1,10.1016/j.fluid.2004.10.022,315.64,13090,4.11693964655,9.4796038589,10.1016/j.fluid.2004.10.022#d12#p1#T0002,train_pressure,pdup_c39856a0f4a106bf,10.1016/j.fluid.2004.10.022#d12#p1#r3,False,EBULLIO:UFactor:8,Liquid,variable,"{""nPropValue"":13.09,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.15,""nCombUncertAssessNum"":1},""nPropDigits"":4,""nPropNumber"":1}","{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":315.64}"
10.1016/j.fluid.2004.10.022#d12#p1#r4,mol_754b018a16a84522,"InChI=1S/C6H12O2/c1-5(7)8-6(2,3)4/h1-4H3","1,1-dimethylethyl ethanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.10.022#d12#p1,10.1016/j.fluid.2004.10.022,319.82,15730,4.19672872262,9.66332499605,10.1016/j.fluid.2004.10.022#d12#p1#T0003,train_pressure,pdup_24943d7eace9e4df,10.1016/j.fluid.2004.10.022#d12#p1#r4,False,EBULLIO:UFactor:8,Liquid,variable,"{""nPropDigits"":4,""nPropNumber"":1,""nPropValue"":15.73,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.17}}","{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":319.82}"
10.1016/j.fluid.2004.10.022#d12#p1#r5,mol_754b018a16a84522,"InChI=1S/C6H12O2/c1-5(7)8-6(2,3)4/h1-4H3","1,1-dimethylethyl ethanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.10.022#d12#p1,10.1016/j.fluid.2004.10.022,324.28,19040,4.27966694405,9.85429730835,10.1016/j.fluid.2004.10.022#d12#p1#T0004,train_pressure,pdup_ae282f2dce7b97a3,10.1016/j.fluid.2004.10.022#d12#p1#r5,False,EBULLIO:UFactor:8,Liquid,variable,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.18},""nPropValue"":19.04,""nPropNumber"":1,""nPropDigits"":4}","{""nVarValue"":324.28,""nVarDigits"":5,""nVarNumber"":1}"
10.1016/j.fluid.2004.10.022#d12#p1#r6,mol_754b018a16a84522,"InChI=1S/C6H12O2/c1-5(7)8-6(2,3)4/h1-4H3","1,1-dimethylethyl ethanoate",grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.10.022#d12#p1,10.1016/j.fluid.2004.10.022,325.46,20000,4.30102999566,9.90348755254,10.1016/j.fluid.2004.10.022#d12#p1#T0005,train_pressure,pdup_8cc6f49bc846029f,10.1016/j.fluid.2004.10.022#d12#p1#r6,False,EBULLIO:UFactor:8,Liquid,variable,"{""nPropValue"":20,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.2,""nCombUncertAssessNum"":1},""nPropNumber"":1,""nPropDigits"":4}","{""nVarValue"":325.46,""nVarDigits"":5,""nVarNumber"":1}"
10.1016/j.fluid.2004.10.022#d3#p1#r1,mol_8b6a2383c538f690,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",2-methyl-1-propanol,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.10.022#d3#p1,10.1016/j.fluid.2004.10.022,342.52,20000,4.30102999566,9.90348755254,10.1016/j.fluid.2004.10.022#d3#p1#T0000,train_pressure,pdup_1b9f44226362afea,10.1016/j.fluid.2004.10.022#d3#p1#r1,False,EBULLIO:UFactor:8,Liquid,variable,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":0.43,""nCombUncertAssessNum"":1},""nPropValue"":20,""nPropNumber"":1,""nPropDigits"":4}","{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":342.52}"
10.1016/j.fluid.2004.10.022#d6#p1#r1,mol_f47a1833e8cb8ad4,"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",2-methylpropyl ethanoate,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.10.022#d6#p1,10.1016/j.fluid.2004.10.022,307.43,3990,3.60097289569,8.29154650988,10.1016/j.fluid.2004.10.022#d6#p1#T0000,train_pressure,pdup_9dcbbac4bb9b0d82,10.1016/j.fluid.2004.10.022#d6#p1#r1,False,EBULLIO:UFactor:8,Liquid,variable,"{""nPropDigits"":3,""nPropNumber"":1,""nPropValue"":3.99,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.1,""nCombUncertAssessNum"":1}}","{""nVarValue"":307.43,""nVarNumber"":1,""nVarDigits"":5}"
10.1016/j.fluid.2004.10.022#d6#p1#r2,mol_f47a1833e8cb8ad4,"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",2-methylpropyl ethanoate,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.10.022#d6#p1,10.1016/j.fluid.2004.10.022,315.56,5990,3.77742682239,8.69784669111,10.1016/j.fluid.2004.10.022#d6#p1#T0001,train_pressure,pdup_09eec2fda5cab638,10.1016/j.fluid.2004.10.022#d6#p1#r2,False,EBULLIO:UFactor:8,Liquid,variable,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":0.1,""nCombUncertAssessNum"":1},""nPropValue"":5.99,""nPropDigits"":3,""nPropNumber"":1}","{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":315.56}"
