record_id,series_id,archive_member,data_number,property_number,numvalues_index_1based,inchi,inchikey,name,formula,source_doi,source_year,property_name,property_phase,block_phases_json,method,original_property_value,original_property_value_metadata_json,state_origin,state_metadata_json,T_K,stable_liquid_gas,basic_chemistry_flags,p_Pa,measurement_method_screen,in_numeric_domain,primary_candidate
10.1016/j.fluid.2006.01.024#d2#p1#r1,10.1016/j.fluid.2006.01.024#d2#p1,10.1016/j.fluid.2006.01.024.json,2,1,1,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",LFQSCWFLJHTTHZ-UHFFFAOYSA-N,ethanol,C2H6O,10.1016/j.fluid.2006.01.024,2006,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",DISTILL:UFactor:4,351.15,"{""nPropNumber"":1,""nPropDigits"":5,""nPropValue"":351.15,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.4,""nCombUncertAssessNum"":1}}",variable,"{""nVarValue"":101.325,""nVarNumber"":1,""nVarDigits"":6}",351.15,True,,101325.0,False,False,False
10.1016/j.fluid.2006.01.024#d5#p1#r1,10.1016/j.fluid.2006.01.024#d5#p1,10.1016/j.fluid.2006.01.024.json,5,1,1,"InChI=1S/C10H18/c1-2-6-10-8-4-3-7-9(10)5-1/h9-10H,1-8H2/t9-,10-",NNBZCPXTIHJBJL-MGCOHNPYSA-N,trans-decahydronaphthalene,C10H18,10.1016/j.fluid.2006.01.024,2006,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",DISTILL:UFactor:4,460.35,"{""nPropValue"":460.35,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.4,""nCombUncertAssessNum"":1},""nPropNumber"":1,""nPropDigits"":5}",variable,"{""nVarValue"":101.325,""nVarNumber"":1,""nVarDigits"":6}",460.35,True,,101325.0,False,False,False
10.1016/j.fluid.2006.07.011#d2#p1#r1,10.1016/j.fluid.2006.07.011#d2#p1,10.1016/j.fluid.2006.07.011.json,2,1,1,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",BDAGIHXWWSANSR-UHFFFAOYSA-N,formic acid,CH2O2,10.1016/j.fluid.2006.07.011,2006,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Distillation,383.05,"{""nPropValue"":383.05,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":2},""nPropDigits"":5,""nPropNumber"":1}",variable,"{""nVarNumber"":1,""nVarDigits"":6,""nVarValue"":101.325}",383.05,True,,101325.0,False,False,False
10.1016/j.fluid.2006.07.011#d5#p1#r1,10.1016/j.fluid.2006.07.011#d5#p1,10.1016/j.fluid.2006.07.011.json,5,1,1,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",QTBSBXVTEAMEQO-UHFFFAOYSA-N,acetic acid,C2H4O2,10.1016/j.fluid.2006.07.011,2006,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Distillation,390.85,"{""nPropNumber"":1,""nPropDigits"":5,""nPropValue"":390.85,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.5}}",variable,"{""nVarValue"":101.325,""nVarDigits"":6,""nVarNumber"":1}",390.85,True,,101325.0,False,False,False
10.1016/j.fluid.2006.07.011#d8#p1#r1,10.1016/j.fluid.2006.07.011#d8#p1,10.1016/j.fluid.2006.07.011.json,8,1,1,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",XBDQKXXYIPTUBI-UHFFFAOYSA-N,propanoic acid,C3H6O2,10.1016/j.fluid.2006.07.011,2006,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Distillation,414.15,"{""nPropValue"":414.15,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.5},""nPropDigits"":5,""nPropNumber"":1}",variable,"{""nVarValue"":101.325,""nVarNumber"":1,""nVarDigits"":6}",414.15,True,,101325.0,False,False,False
10.1016/j.fluid.2006.07.011#d11#p1#r1,10.1016/j.fluid.2006.07.011#d11#p1,10.1016/j.fluid.2006.07.011.json,11,1,1,"InChI=1S/C9H12/c1-8(2)9-6-4-3-5-7-9/h3-8H,1-2H3",RWGFKTVRMDUZSP-UHFFFAOYSA-N,isopropylbenzene,C9H12,10.1016/j.fluid.2006.07.011,2006,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Distillation,425.54,"{""nPropValue"":425.54,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.5},""nPropDigits"":5,""nPropNumber"":1}",variable,"{""nVarDigits"":6,""nVarNumber"":1,""nVarValue"":101.325}",425.54,True,,101325.0,False,False,False
10.1016/j.fluid.2006.10.005#d2#p1#r1,10.1016/j.fluid.2006.10.005#d2#p1,10.1016/j.fluid.2006.10.005.json,2,1,1,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",XBDQKXXYIPTUBI-UHFFFAOYSA-N,propanoic acid,C3H6O2,10.1016/j.fluid.2006.10.005,2006,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Distillation,414.2,"{""nPropDigits"":4,""nPropNumber"":1,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.21,""nCombUncertAssessNum"":1},""nPropValue"":414.2}",variable,"{""nVarNumber"":1,""nVarDigits"":6,""nVarValue"":101.325}",414.2,True,,101325.0,False,False,False
10.1016/j.fluid.2006.10.005#d5#p1#r1,10.1016/j.fluid.2006.10.005#d5#p1,10.1016/j.fluid.2006.10.005.json,5,1,1,"InChI=1S/C18H36O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19/h9-10,19H,2-8,11-18H2,1H3/b10-9-",ALSTYHKOOCGGFT-KTKRTIGZSA-N,(Z)-9-octadecen-1-ol,C18H36O,10.1016/j.fluid.2006.10.005,2006,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Distillation,480.05,"{""nPropNumber"":1,""nPropDigits"":5,""CombinedUncertainty"":{""nCombExpandUncertValue"":3,""nCombUncertAssessNum"":1},""nPropValue"":480.05}",variable,"{""nVarValue"":2,""nVarDigits"":1,""nVarNumber"":1}",480.05,True,,2000,False,True,False
10.1016/j.fluid.2007.10.017#d1#p1#r1,10.1016/j.fluid.2007.10.017#d1#p1,10.1016/j.fluid.2007.10.017.json,1,1,1,InChI=1S/C2H6OS/c1-4(2)3/h1-2H3,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,dimethyl sulfoxide,C2H6OS,10.1016/j.fluid.2007.10.017,2008,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),462.19,"{""nPropDigits"":5,""nPropNumber"":1,""nPropValue"":462.19,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.41,""nCombUncertAssessNum"":1}}",variable,"{""nVarDigits"":3,""nVarNumber"":1,""nVarValue"":95.3}",462.19,True,,95300.0,True,False,False
10.1016/j.fluid.2007.10.017#d3#p1#r1,10.1016/j.fluid.2007.10.017#d3#p1,10.1016/j.fluid.2007.10.017.json,3,1,1,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,C7H8,10.1016/j.fluid.2007.10.017,2008,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),383.05,"{""nPropNumber"":1,""nPropDigits"":5,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.41,""nCombUncertAssessNum"":1},""nPropValue"":383.05}",variable,"{""nVarDigits"":3,""nVarNumber"":1,""nVarValue"":95.3}",383.05,True,,95300.0,True,False,False
10.1016/j.fluid.2007.10.017#d5#p1#r1,10.1016/j.fluid.2007.10.017#d5#p1,10.1016/j.fluid.2007.10.017.json,5,1,1,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",YNQLUTRBYVCPMQ-UHFFFAOYSA-N,ethylbenzene,C8H10,10.1016/j.fluid.2007.10.017,2008,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),408.75,"{""nPropValue"":408.75,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.41,""nCombUncertAssessNum"":1},""nPropDigits"":5,""nPropNumber"":1}",variable,"{""nVarValue"":95.3,""nVarDigits"":3,""nVarNumber"":1}",408.75,True,,95300.0,True,False,False
10.1016/j.fluid.2007.10.017#d7#p1#r1,10.1016/j.fluid.2007.10.017#d7#p1,10.1016/j.fluid.2007.10.017.json,7,1,1,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,MVPPADPHJFYWMZ-UHFFFAOYSA-N,chlorobenzene,C6H5Cl,10.1016/j.fluid.2007.10.017,2008,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),404.35,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":0.41,""nCombUncertAssessNum"":1},""nPropValue"":404.35,""nPropDigits"":5,""nPropNumber"":1}",variable,"{""nVarValue"":95.3,""nVarNumber"":1,""nVarDigits"":3}",404.35,True,,95300.0,True,False,False
10.1016/j.fluid.2007.10.017#d9#p1#r1,10.1016/j.fluid.2007.10.017#d9#p1,10.1016/j.fluid.2007.10.017.json,9,1,1,InChI=1S/C6H5Br/c7-6-4-2-1-3-5-6/h1-5H,QARVLSVVCXYDNA-UHFFFAOYSA-N,bromobenzene,C6H5Br,10.1016/j.fluid.2007.10.017,2008,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),427.85,"{""nPropValue"":427.85,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.41},""nPropNumber"":1,""nPropDigits"":5}",variable,"{""nVarDigits"":3,""nVarNumber"":1,""nVarValue"":95.3}",427.85,True,,95300.0,True,False,False
10.1016/j.fluid.2007.10.017#d11#p1#r1,10.1016/j.fluid.2007.10.017#d11#p1,10.1016/j.fluid.2007.10.017.json,11,1,1,InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H,LQNUZADURLCDLV-UHFFFAOYSA-N,nitrobenzene,C6H5NO2,10.1016/j.fluid.2007.10.017,2008,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),483.05,"{""nPropDigits"":5,""nPropNumber"":1,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.41,""nCombUncertAssessNum"":1},""nPropValue"":483.05}",variable,"{""nVarValue"":95.3,""nVarNumber"":1,""nVarDigits"":3}",483.05,True,,95300.0,True,False,False
10.1016/j.fluid.2009.04.017#d2#p1#r1,10.1016/j.fluid.2009.04.017#d2#p1,10.1016/j.fluid.2009.04.017.json,2,1,1,"InChI=1S/C5H8O3/c1-4(6)2-3-5(7)8/h2-3H2,1H3,(H,7,8)",JOOXCMJARBKPKM-UHFFFAOYSA-N,4-oxopentanoic acid,C5H8O3,10.1016/j.fluid.2009.04.017,2009,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Manometric method,518.2,"{""nPropDigits"":4,""nPropNumber"":1,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.2,""nCombUncertAssessNum"":1},""nPropValue"":518.2}",variable,"{""nVarDigits"":6,""nVarNumber"":1,""nVarValue"":101.325}",518.2,True,,101325.0,True,False,False
10.1016/j.fluid.2009.04.017#d5#p1#r1,10.1016/j.fluid.2009.04.017#d5#p1,10.1016/j.fluid.2009.04.017.json,5,1,1,"InChI=1S/C6H10O4/c1-9-5(7)3-4-6(8)10-2/h3-4H2,1-2H3",MUXOBHXGJLMRAB-UHFFFAOYSA-N,"dimethyl 1,4-butanedioate",C6H10O4,10.1016/j.fluid.2009.04.017,2009,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Manometric method,469.2,"{""nPropDigits"":4,""nPropNumber"":1,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.2,""nCombUncertAssessNum"":1},""nPropValue"":469.2}",variable,"{""nVarNumber"":1,""nVarDigits"":6,""nVarValue"":101.325}",469.2,True,,101325.0,True,False,False
10.1016/j.fluid.2009.04.017#d8#p1#r1,10.1016/j.fluid.2009.04.017#d8#p1,10.1016/j.fluid.2009.04.017.json,8,1,1,"InChI=1S/C7H12O4/c1-10-6(8)4-3-5-7(9)11-2/h3-5H2,1-2H3",XTDYIOOONNVFMA-UHFFFAOYSA-N,dimethyl pentanedioate,C7H12O4,10.1016/j.fluid.2009.04.017,2009,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Manometric method,487.3,"{""nPropNumber"":1,""nPropDigits"":4,""nPropValue"":487.3,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.2}}",variable,"{""nVarNumber"":1,""nVarDigits"":6,""nVarValue"":101.325}",487.3,True,,101325.0,True,False,False
10.1016/j.fluid.2009.04.017#d11#p1#r1,10.1016/j.fluid.2009.04.017#d11#p1,10.1016/j.fluid.2009.04.017.json,11,1,1,"InChI=1S/C8H14O4/c1-11-7(9)5-3-4-6-8(10)12-2/h3-6H2,1-2H3",UDSFAEKRVUSQDD-UHFFFAOYSA-N,"dimethyl 1,6-hexanedioate",C8H14O4,10.1016/j.fluid.2009.04.017,2009,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Manometric method,388,"{""nPropValue"":388,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.9,""nCombUncertAssessNum"":1},""nPropNumber"":1,""nPropDigits"":3}",variable,"{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":1.733}",388,True,,1733.0,True,True,False
10.1016/j.fluid.2009.04.017#d14#p1#r1,10.1016/j.fluid.2009.04.017#d14#p1,10.1016/j.fluid.2009.04.017.json,14,1,1,InChI=1S/H2O/h1H2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,H2O,10.1016/j.fluid.2009.04.017,2009,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Manometric method,373.2,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":0.2,""nCombUncertAssessNum"":1},""nPropValue"":373.2,""nPropNumber"":1,""nPropDigits"":4}",variable,"{""nVarValue"":101.325,""nVarDigits"":6,""nVarNumber"":1}",373.2,True,no_carbon,101325.0,True,False,False
10.1016/j.fluid.2011.12.007#d2#p1#r1,10.1016/j.fluid.2011.12.007#d2#p1,10.1016/j.fluid.2011.12.007.json,2,1,1,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",VLKZOEOYAKHREP-UHFFFAOYSA-N,hexane,C6H14,10.1016/j.fluid.2011.12.007,2012,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),341.94,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.04},""nPropValue"":341.94,""nPropNumber"":1,""nPropDigits"":5}",variable,"{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":101.33}",341.94,True,,101330.0,True,False,False
10.1016/j.fluid.2011.12.007#d5#p1#r1,10.1016/j.fluid.2011.12.007#d5#p1,10.1016/j.fluid.2011.12.007.json,5,1,1,InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2,DHXVGJBLRPWPCS-UHFFFAOYSA-N,tetrahydropyran,C5H10O,10.1016/j.fluid.2011.12.007,2012,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),361.36,"{""nPropValue"":361.36,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.04},""nPropDigits"":5,""nPropNumber"":1}",variable,"{""nVarValue"":101.33,""nVarDigits"":5,""nVarNumber"":1}",361.36,True,,101330.0,True,False,False
10.1016/j.fluid.2013.02.003#d3#p1#r1,10.1016/j.fluid.2013.02.003#d3#p1,10.1016/j.fluid.2013.02.003.json,3,1,1,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,2-methyl-1-propanol,C4H10O,10.1016/j.fluid.2013.02.003,2013,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Closed cell (Static) method,380.78,"{""nPropNumber"":1,""nPropDigits"":5,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.04,""nCombUncertAssessNum"":1},""nPropValue"":380.78}",variable,"{""nVarNumber"":1,""nVarDigits"":1,""nVarValue"":101}",380.78,True,,101000,True,False,False
10.1016/j.fluid.2013.02.003#d6#p1#r1,10.1016/j.fluid.2013.02.003#d6#p1,10.1016/j.fluid.2013.02.003.json,6,1,1,"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3",DKGAVHZHDRPRBM-UHFFFAOYSA-N,2-methylpropan-2-ol,C4H10O,10.1016/j.fluid.2013.02.003,2013,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Closed cell (Static) method,355.34,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.04},""nPropValue"":355.34,""nPropDigits"":5,""nPropNumber"":1}",variable,"{""nVarNumber"":1,""nVarDigits"":1,""nVarValue"":101}",355.34,True,,101000,True,False,False
10.1016/j.fluid.2013.02.005#d3#p1#r1,10.1016/j.fluid.2013.02.005#d3#p1,10.1016/j.fluid.2013.02.005.json,3,1,1,"InChI=1S/C6H8O/c1-5-3-4-6(2)7-5/h3-4H,1-2H3",GSNUFIFRDBKVIE-UHFFFAOYSA-N,"2,5-dimethylfuran",C6H8O,10.1016/j.fluid.2013.02.005,2013,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),366.83,"{""nPropNumber"":1,""nPropDigits"":5,""nPropValue"":366.83,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.02,""nCombUncertAssessNum"":1}}",variable,"{""nVarValue"":101.33,""nVarDigits"":5,""nVarNumber"":1}",366.83,True,,101330.0,True,False,False
10.1016/j.fluid.2013.02.005#d8#p1#r1,10.1016/j.fluid.2013.02.005#d8#p1,10.1016/j.fluid.2013.02.005.json,8,1,1,"InChI=1S/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3",ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,diisopropyl ether,C6H14O,10.1016/j.fluid.2013.02.005,2013,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),341.67,"{""nPropValue"":341.67,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.02,""nCombUncertAssessNum"":1},""nPropNumber"":1,""nPropDigits"":5}",variable,"{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":101.33}",341.67,True,,101330.0,True,False,False
10.1016/j.fluid.2013.05.019#d1#p1#r1,10.1016/j.fluid.2013.05.019#d1#p1,10.1016/j.fluid.2013.05.019.json,1,1,1,InChI=1S/C4H4S/c1-2-4-5-3-1/h1-4H,YTPLMLYBLZKORZ-UHFFFAOYSA-N,thiophene,C4H4S,10.1016/j.fluid.2013.05.019,2013,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),357.42,"{""nPropDigits"":5,""nPropNumber"":1,""nPropValue"":357.42,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.04,""nCombUncertAssessNum"":1}}",variable,"{""nVarValue"":101,""nVarDigits"":3,""nVarNumber"":1}",357.42,True,,101000,True,False,False
10.1016/j.fluid.2013.05.019#d2#p1#r1,10.1016/j.fluid.2013.05.019#d2#p1,10.1016/j.fluid.2013.05.019.json,2,1,1,"InChI=1S/C5H6S/c1-5-2-3-6-4-5/h2-4H,1H3",QENGPZGAWFQWCZ-UHFFFAOYSA-N,3-methylthiophene,C5H6S,10.1016/j.fluid.2013.05.019,2013,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),388.35,"{""nPropValue"":388.35,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.04},""nPropDigits"":5,""nPropNumber"":1}",variable,"{""nVarValue"":101,""nVarNumber"":1,""nVarDigits"":3}",388.35,True,,101000,True,False,False
10.1016/j.fluid.2013.05.019#d3#p1#r1,10.1016/j.fluid.2013.05.019#d3#p1,10.1016/j.fluid.2013.05.019.json,3,1,1,"InChI=1S/C6H12/c1-5(2)6(3)4/h6H,1H2,2-4H3",OWWIWYDDISJUMY-UHFFFAOYSA-N,"2,3-dimethyl-1-butene",C6H12,10.1016/j.fluid.2013.05.019,2013,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),328.88,"{""nPropDigits"":5,""nPropNumber"":1,""nPropValue"":328.88,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.04}}",variable,"{""nVarValue"":101,""nVarNumber"":1,""nVarDigits"":3}",328.88,True,,101000,True,False,False
10.1016/j.fluid.2013.05.019#d4#p1#r1,10.1016/j.fluid.2013.05.019#d4#p1,10.1016/j.fluid.2013.05.019.json,4,1,1,InChI=1S/C6H12/c1-5(2)6(3)4/h1-4H3,WGLLSSPDPJPLOR-UHFFFAOYSA-N,"2,3-dimethyl-2-butene",C6H12,10.1016/j.fluid.2013.05.019,2013,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),346.15,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.04},""nPropValue"":346.15,""nPropNumber"":1,""nPropDigits"":5}",variable,"{""nVarValue"":101,""nVarNumber"":1,""nVarDigits"":3}",346.15,True,,101000,True,False,False
10.1016/j.fluid.2013.05.019#d5#p1#r1,10.1016/j.fluid.2013.05.019#d5#p1,10.1016/j.fluid.2013.05.019.json,5,1,1,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",IMNFDUFMRHMDMM-UHFFFAOYSA-N,heptane,C7H16,10.1016/j.fluid.2013.05.019,2013,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),371.64,"{""nPropNumber"":1,""nPropDigits"":5,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.04,""nCombUncertAssessNum"":1},""nPropValue"":371.64}",variable,"{""nVarNumber"":1,""nVarDigits"":3,""nVarValue"":101}",371.64,True,,101000,True,False,False
10.1016/j.fluid.2013.07.024#d1#p1#r1,10.1016/j.fluid.2013.07.024#d1#p1,10.1016/j.fluid.2013.07.024.json,1,1,1,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",XBDQKXXYIPTUBI-UHFFFAOYSA-N,propanoic acid,C3H6O2,10.1016/j.fluid.2013.07.024,2013,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),368.83,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":0.04,""nCombUncertAssessNum"":1},""nPropValue"":368.83,""nPropDigits"":5,""nPropNumber"":1}",variable,"{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":20}",368.83,True,,20000,True,True,False
10.1016/j.fluid.2013.07.024#d1#p1#r2,10.1016/j.fluid.2013.07.024#d1#p1,10.1016/j.fluid.2013.07.024.json,1,1,2,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",XBDQKXXYIPTUBI-UHFFFAOYSA-N,propanoic acid,C3H6O2,10.1016/j.fluid.2013.07.024,2013,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),378.94,"{""nPropDigits"":5,""nPropNumber"":1,""nPropValue"":378.94,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.04,""nCombUncertAssessNum"":1}}",variable,"{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":30}",378.94,True,,30000,True,False,False
10.1016/j.fluid.2013.07.024#d1#p1#r3,10.1016/j.fluid.2013.07.024#d1#p1,10.1016/j.fluid.2013.07.024.json,1,1,3,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",XBDQKXXYIPTUBI-UHFFFAOYSA-N,propanoic acid,C3H6O2,10.1016/j.fluid.2013.07.024,2013,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),386.59,"{""nPropNumber"":1,""nPropDigits"":5,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.03,""nCombUncertAssessNum"":1},""nPropValue"":386.59}",variable,"{""nVarValue"":40,""nVarNumber"":1,""nVarDigits"":4}",386.59,True,,40000,True,False,False
10.1016/j.fluid.2013.07.024#d1#p1#r4,10.1016/j.fluid.2013.07.024#d1#p1,10.1016/j.fluid.2013.07.024.json,1,1,4,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",XBDQKXXYIPTUBI-UHFFFAOYSA-N,propanoic acid,C3H6O2,10.1016/j.fluid.2013.07.024,2013,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),392.77,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":0.03,""nCombUncertAssessNum"":1},""nPropValue"":392.77,""nPropNumber"":1,""nPropDigits"":5}",variable,"{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":50}",392.77,True,,50000,True,False,False
10.1016/j.fluid.2013.07.024#d1#p1#r5,10.1016/j.fluid.2013.07.024#d1#p1,10.1016/j.fluid.2013.07.024.json,1,1,5,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",XBDQKXXYIPTUBI-UHFFFAOYSA-N,propanoic acid,C3H6O2,10.1016/j.fluid.2013.07.024,2013,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),397.99,"{""nPropNumber"":1,""nPropDigits"":5,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.03,""nCombUncertAssessNum"":1},""nPropValue"":397.99}",variable,"{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":60}",397.99,True,,60000,True,False,False
10.1016/j.fluid.2013.07.024#d1#p1#r6,10.1016/j.fluid.2013.07.024#d1#p1,10.1016/j.fluid.2013.07.024.json,1,1,6,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",XBDQKXXYIPTUBI-UHFFFAOYSA-N,propanoic acid,C3H6O2,10.1016/j.fluid.2013.07.024,2013,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),402.56,"{""nPropDigits"":5,""nPropNumber"":1,""nPropValue"":402.56,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.03}}",variable,"{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":70}",402.56,True,,70000,True,False,False
