record_id,series_id,archive_member,data_number,property_number,numvalues_index_1based,inchi,inchikey,name,formula,source_doi,source_year,property_name,property_phase,block_phases_json,method,original_property_value,original_property_value_metadata_json,state_origin,state_metadata_json,T_K,stable_liquid_gas,basic_chemistry_flags,p_Pa,measurement_method_screen,in_numeric_domain,primary_candidate
10.1016/j.fluid.2015.07.045#d2#p1#r1,10.1016/j.fluid.2015.07.045#d2#p1,10.1016/j.fluid.2015.07.045.json,2,1,1,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,KXKVLQRXCPHEJC-UHFFFAOYSA-N,methyl ethanoate,C3H6O2,10.1016/j.fluid.2015.07.045,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),330.2,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":0.1,""nCombUncertAssessNum"":1},""nPropValue"":330.2,""nPropDigits"":5,""nPropNumber"":1}",variable,"{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":101.3}",330.2,True,,101300.0,True,False,False
10.1016/j.fluid.2015.07.045#d4#p1#r1,10.1016/j.fluid.2015.07.045#d4#p1,10.1016/j.fluid.2015.07.045.json,4,1,1,"InChI=1S/CH4O/c1-2/h2H,1H3",OKKJLVBELUTLKV-UHFFFAOYSA-N,methanol,CH4O,10.1016/j.fluid.2015.07.045,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),337.69,"{""nPropNumber"":1,""nPropDigits"":5,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.1,""nCombUncertAssessNum"":1},""nPropValue"":337.69}",variable,"{""nVarValue"":101.3,""nVarDigits"":4,""nVarNumber"":1}",337.69,True,,101300.0,True,False,False
10.1016/j.fluid.2015.08.008#d1#p1#r1,10.1016/j.fluid.2015.08.008#d1#p1,10.1016/j.fluid.2015.08.008.json,1,1,1,InChI=1S/C7H12N2/c1-3-7-8-4-2-6-9(7)5-1/h1-6H2,SGUVLZREKBPKCE-UHFFFAOYSA-N,"1,5-diazabicyclo[4.3.0]non-5-ene",C7H12N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,358.84,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":19.82,""nCombUncertAssessNum"":1},""nPropValue"":358.84,""nPropDigits"":5,""nPropNumber"":1}",variable,"{""nVarNumber"":1,""nVarDigits"":3,""nVarValue"":0.71}",358.84,True,,710.0,False,True,False
10.1016/j.fluid.2015.08.008#d1#p1#r2,10.1016/j.fluid.2015.08.008#d1#p1,10.1016/j.fluid.2015.08.008.json,1,1,2,InChI=1S/C7H12N2/c1-3-7-8-4-2-6-9(7)5-1/h1-6H2,SGUVLZREKBPKCE-UHFFFAOYSA-N,"1,5-diazabicyclo[4.3.0]non-5-ene",C7H12N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,364.01,"{""nPropNumber"":1,""nPropDigits"":5,""nPropValue"":364.01,""CombinedUncertainty"":{""nCombExpandUncertValue"":17.86,""nCombUncertAssessNum"":1}}",variable,"{""nVarDigits"":3,""nVarNumber"":1,""nVarValue"":0.91}",364.01,True,,910.0,False,True,False
10.1016/j.fluid.2015.08.008#d1#p1#r3,10.1016/j.fluid.2015.08.008#d1#p1,10.1016/j.fluid.2015.08.008.json,1,1,3,InChI=1S/C7H12N2/c1-3-7-8-4-2-6-9(7)5-1/h1-6H2,SGUVLZREKBPKCE-UHFFFAOYSA-N,"1,5-diazabicyclo[4.3.0]non-5-ene",C7H12N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,364.61,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":17.33},""nPropValue"":364.61,""nPropDigits"":5,""nPropNumber"":1}",variable,"{""nVarValue"":0.92,""nVarDigits"":3,""nVarNumber"":1}",364.61,True,,920.0,False,True,False
10.1016/j.fluid.2015.08.008#d1#p1#r4,10.1016/j.fluid.2015.08.008#d1#p1,10.1016/j.fluid.2015.08.008.json,1,1,4,InChI=1S/C7H12N2/c1-3-7-8-4-2-6-9(7)5-1/h1-6H2,SGUVLZREKBPKCE-UHFFFAOYSA-N,"1,5-diazabicyclo[4.3.0]non-5-ene",C7H12N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,371.35,"{""nPropValue"":371.35,""CombinedUncertainty"":{""nCombExpandUncertValue"":12.68,""nCombUncertAssessNum"":1},""nPropNumber"":1,""nPropDigits"":5}",variable,"{""nVarValue"":1.39,""nVarNumber"":1,""nVarDigits"":4}",371.35,True,,1390.0,False,True,False
10.1016/j.fluid.2015.08.008#d1#p1#r5,10.1016/j.fluid.2015.08.008#d1#p1,10.1016/j.fluid.2015.08.008.json,1,1,5,InChI=1S/C7H12N2/c1-3-7-8-4-2-6-9(7)5-1/h1-6H2,SGUVLZREKBPKCE-UHFFFAOYSA-N,"1,5-diazabicyclo[4.3.0]non-5-ene",C7H12N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,372.05,"{""nPropNumber"":1,""nPropDigits"":5,""nPropValue"":372.05,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":12.29}}",variable,"{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":1.41}",372.05,True,,1410.0,False,True,False
10.1016/j.fluid.2015.08.008#d1#p1#r6,10.1016/j.fluid.2015.08.008#d1#p1,10.1016/j.fluid.2015.08.008.json,1,1,6,InChI=1S/C7H12N2/c1-3-7-8-4-2-6-9(7)5-1/h1-6H2,SGUVLZREKBPKCE-UHFFFAOYSA-N,"1,5-diazabicyclo[4.3.0]non-5-ene",C7H12N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,379.14,"{""nPropValue"":379.14,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":13.62},""nPropNumber"":1,""nPropDigits"":5}",variable,"{""nVarValue"":1.87,""nVarDigits"":4,""nVarNumber"":1}",379.14,True,,1870.0,False,True,False
10.1016/j.fluid.2015.08.008#d1#p1#r7,10.1016/j.fluid.2015.08.008#d1#p1,10.1016/j.fluid.2015.08.008.json,1,1,7,InChI=1S/C7H12N2/c1-3-7-8-4-2-6-9(7)5-1/h1-6H2,SGUVLZREKBPKCE-UHFFFAOYSA-N,"1,5-diazabicyclo[4.3.0]non-5-ene",C7H12N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,387.2,"{""nPropNumber"":1,""nPropDigits"":5,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":8.07},""nPropValue"":387.2}",variable,"{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":2.81}",387.2,True,,2810.0,False,True,False
10.1016/j.fluid.2015.08.008#d1#p1#r8,10.1016/j.fluid.2015.08.008#d1#p1,10.1016/j.fluid.2015.08.008.json,1,1,8,InChI=1S/C7H12N2/c1-3-7-8-4-2-6-9(7)5-1/h1-6H2,SGUVLZREKBPKCE-UHFFFAOYSA-N,"1,5-diazabicyclo[4.3.0]non-5-ene",C7H12N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,387.81,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":8.1},""nPropValue"":387.81,""nPropNumber"":1,""nPropDigits"":5}",variable,"{""nVarValue"":2.86,""nVarNumber"":1,""nVarDigits"":4}",387.81,True,,2860.0,False,True,False
10.1016/j.fluid.2015.08.008#d1#p1#r9,10.1016/j.fluid.2015.08.008#d1#p1,10.1016/j.fluid.2015.08.008.json,1,1,9,InChI=1S/C7H12N2/c1-3-7-8-4-2-6-9(7)5-1/h1-6H2,SGUVLZREKBPKCE-UHFFFAOYSA-N,"1,5-diazabicyclo[4.3.0]non-5-ene",C7H12N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,390.96,"{""nPropValue"":390.96,""CombinedUncertainty"":{""nCombExpandUncertValue"":7.46,""nCombUncertAssessNum"":1},""nPropDigits"":5,""nPropNumber"":1}",variable,"{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":3.37}",390.96,True,,3370.0,False,True,False
10.1016/j.fluid.2015.08.008#d1#p1#r10,10.1016/j.fluid.2015.08.008#d1#p1,10.1016/j.fluid.2015.08.008.json,1,1,10,InChI=1S/C7H12N2/c1-3-7-8-4-2-6-9(7)5-1/h1-6H2,SGUVLZREKBPKCE-UHFFFAOYSA-N,"1,5-diazabicyclo[4.3.0]non-5-ene",C7H12N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,393.33,"{""nPropValue"":393.33,""CombinedUncertainty"":{""nCombExpandUncertValue"":6.39,""nCombUncertAssessNum"":1},""nPropDigits"":5,""nPropNumber"":1}",variable,"{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":3.88}",393.33,True,,3880.0,False,True,False
10.1016/j.fluid.2015.08.008#d1#p1#r11,10.1016/j.fluid.2015.08.008#d1#p1,10.1016/j.fluid.2015.08.008.json,1,1,11,InChI=1S/C7H12N2/c1-3-7-8-4-2-6-9(7)5-1/h1-6H2,SGUVLZREKBPKCE-UHFFFAOYSA-N,"1,5-diazabicyclo[4.3.0]non-5-ene",C7H12N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,400.15,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":6.15,""nCombUncertAssessNum"":1},""nPropValue"":400.15,""nPropNumber"":1,""nPropDigits"":5}",variable,"{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":5.11}",400.15,True,,5110.0,False,True,False
10.1016/j.fluid.2015.08.008#d1#p1#r12,10.1016/j.fluid.2015.08.008#d1#p1,10.1016/j.fluid.2015.08.008.json,1,1,12,InChI=1S/C7H12N2/c1-3-7-8-4-2-6-9(7)5-1/h1-6H2,SGUVLZREKBPKCE-UHFFFAOYSA-N,"1,5-diazabicyclo[4.3.0]non-5-ene",C7H12N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,402.06,"{""nPropValue"":402.06,""CombinedUncertainty"":{""nCombExpandUncertValue"":5.35,""nCombUncertAssessNum"":1},""nPropNumber"":1,""nPropDigits"":5}",variable,"{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":5.53}",402.06,True,,5530.0,False,True,False
10.1016/j.fluid.2015.08.008#d1#p1#r13,10.1016/j.fluid.2015.08.008#d1#p1,10.1016/j.fluid.2015.08.008.json,1,1,13,InChI=1S/C7H12N2/c1-3-7-8-4-2-6-9(7)5-1/h1-6H2,SGUVLZREKBPKCE-UHFFFAOYSA-N,"1,5-diazabicyclo[4.3.0]non-5-ene",C7H12N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,404.85,"{""nPropValue"":404.85,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":4.61},""nPropNumber"":1,""nPropDigits"":5}",variable,"{""nVarValue"":6.11,""nVarNumber"":1,""nVarDigits"":4}",404.85,True,,6110.0,False,True,False
10.1016/j.fluid.2015.08.008#d1#p1#r14,10.1016/j.fluid.2015.08.008#d1#p1,10.1016/j.fluid.2015.08.008.json,1,1,14,InChI=1S/C7H12N2/c1-3-7-8-4-2-6-9(7)5-1/h1-6H2,SGUVLZREKBPKCE-UHFFFAOYSA-N,"1,5-diazabicyclo[4.3.0]non-5-ene",C7H12N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,407.93,"{""nPropDigits"":5,""nPropNumber"":1,""nPropValue"":407.93,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":4.51}}",variable,"{""nVarValue"":7.15,""nVarNumber"":1,""nVarDigits"":4}",407.93,True,,7150.0,False,True,False
10.1016/j.fluid.2015.08.008#d1#p1#r15,10.1016/j.fluid.2015.08.008#d1#p1,10.1016/j.fluid.2015.08.008.json,1,1,15,InChI=1S/C7H12N2/c1-3-7-8-4-2-6-9(7)5-1/h1-6H2,SGUVLZREKBPKCE-UHFFFAOYSA-N,"1,5-diazabicyclo[4.3.0]non-5-ene",C7H12N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,412.15,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":4.24},""nPropValue"":412.15,""nPropDigits"":5,""nPropNumber"":1}",variable,"{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":8.11}",412.15,True,,8109.999999999999,False,True,False
10.1016/j.fluid.2015.08.008#d1#p1#r16,10.1016/j.fluid.2015.08.008#d1#p1,10.1016/j.fluid.2015.08.008.json,1,1,16,InChI=1S/C7H12N2/c1-3-7-8-4-2-6-9(7)5-1/h1-6H2,SGUVLZREKBPKCE-UHFFFAOYSA-N,"1,5-diazabicyclo[4.3.0]non-5-ene",C7H12N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,415.55,"{""nPropValue"":415.55,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":3.45},""nPropDigits"":5,""nPropNumber"":1}",variable,"{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":9.4}",415.55,True,,9400.0,False,True,False
10.1016/j.fluid.2015.08.008#d1#p1#r17,10.1016/j.fluid.2015.08.008#d1#p1,10.1016/j.fluid.2015.08.008.json,1,1,17,InChI=1S/C7H12N2/c1-3-7-8-4-2-6-9(7)5-1/h1-6H2,SGUVLZREKBPKCE-UHFFFAOYSA-N,"1,5-diazabicyclo[4.3.0]non-5-ene",C7H12N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,417.65,"{""nPropValue"":417.65,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":3.52},""nPropNumber"":1,""nPropDigits"":5}",variable,"{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":10.12}",417.65,True,,10120.0,False,True,False
10.1016/j.fluid.2015.08.008#d1#p1#r18,10.1016/j.fluid.2015.08.008#d1#p1,10.1016/j.fluid.2015.08.008.json,1,1,18,InChI=1S/C7H12N2/c1-3-7-8-4-2-6-9(7)5-1/h1-6H2,SGUVLZREKBPKCE-UHFFFAOYSA-N,"1,5-diazabicyclo[4.3.0]non-5-ene",C7H12N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,422.75,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":3.59,""nCombUncertAssessNum"":1},""nPropValue"":422.75,""nPropNumber"":1,""nPropDigits"":5}",variable,"{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":12.14}",422.75,True,,12140.0,False,True,False
10.1016/j.fluid.2015.08.008#d3#p1#r1,10.1016/j.fluid.2015.08.008#d3#p1,10.1016/j.fluid.2015.08.008.json,3,1,1,InChI=1S/C9H16N2/c1-2-5-9-10-6-4-8-11(9)7-3-1/h1-8H2,GQHTUMJGOHRCHB-UHFFFAOYSA-N,"1,8-diaza-7-bicyclo[5.4.0]undecene",C9H16N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,375.77,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":24.88,""nCombUncertAssessNum"":1},""nPropValue"":375.77,""nPropNumber"":1,""nPropDigits"":5}",variable,"{""nVarDigits"":3,""nVarNumber"":1,""nVarValue"":0.51}",375.77,True,,510.0,False,True,False
10.1016/j.fluid.2015.08.008#d3#p1#r2,10.1016/j.fluid.2015.08.008#d3#p1,10.1016/j.fluid.2015.08.008.json,3,1,2,InChI=1S/C9H16N2/c1-2-5-9-10-6-4-8-11(9)7-3-1/h1-8H2,GQHTUMJGOHRCHB-UHFFFAOYSA-N,"1,8-diaza-7-bicyclo[5.4.0]undecene",C9H16N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,383.45,"{""nPropNumber"":1,""nPropDigits"":5,""nPropValue"":383.45,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":19.71}}",variable,"{""nVarValue"":0.71,""nVarNumber"":1,""nVarDigits"":3}",383.45,True,,710.0,False,True,False
10.1016/j.fluid.2015.08.008#d3#p1#r3,10.1016/j.fluid.2015.08.008#d3#p1,10.1016/j.fluid.2015.08.008.json,3,1,3,InChI=1S/C9H16N2/c1-2-5-9-10-6-4-8-11(9)7-3-1/h1-8H2,GQHTUMJGOHRCHB-UHFFFAOYSA-N,"1,8-diaza-7-bicyclo[5.4.0]undecene",C9H16N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,389.4,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":16.49},""nPropValue"":389.4,""nPropNumber"":1,""nPropDigits"":5}",variable,"{""nVarValue"":1.01,""nVarDigits"":4,""nVarNumber"":1}",389.4,True,,1010.0,False,True,False
10.1016/j.fluid.2015.08.008#d3#p1#r4,10.1016/j.fluid.2015.08.008#d3#p1,10.1016/j.fluid.2015.08.008.json,3,1,4,InChI=1S/C9H16N2/c1-2-5-9-10-6-4-8-11(9)7-3-1/h1-8H2,GQHTUMJGOHRCHB-UHFFFAOYSA-N,"1,8-diaza-7-bicyclo[5.4.0]undecene",C9H16N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,395.15,"{""nPropDigits"":5,""nPropNumber"":1,""nPropValue"":395.15,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":13.51}}",variable,"{""nVarValue"":1.31,""nVarNumber"":1,""nVarDigits"":4}",395.15,True,,1310.0,False,True,False
10.1016/j.fluid.2015.08.008#d3#p1#r5,10.1016/j.fluid.2015.08.008#d3#p1,10.1016/j.fluid.2015.08.008.json,3,1,5,InChI=1S/C9H16N2/c1-2-5-9-10-6-4-8-11(9)7-3-1/h1-8H2,GQHTUMJGOHRCHB-UHFFFAOYSA-N,"1,8-diaza-7-bicyclo[5.4.0]undecene",C9H16N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,397.75,"{""nPropValue"":397.75,""CombinedUncertainty"":{""nCombExpandUncertValue"":18.88,""nCombUncertAssessNum"":1},""nPropDigits"":5,""nPropNumber"":1}",variable,"{""nVarValue"":1.51,""nVarDigits"":4,""nVarNumber"":1}",397.75,True,,1510.0,False,True,False
10.1016/j.fluid.2015.08.008#d3#p1#r6,10.1016/j.fluid.2015.08.008#d3#p1,10.1016/j.fluid.2015.08.008.json,3,1,6,InChI=1S/C9H16N2/c1-2-5-9-10-6-4-8-11(9)7-3-1/h1-8H2,GQHTUMJGOHRCHB-UHFFFAOYSA-N,"1,8-diaza-7-bicyclo[5.4.0]undecene",C9H16N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,400.85,"{""nPropDigits"":5,""nPropNumber"":1,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":14.36},""nPropValue"":400.85}",variable,"{""nVarValue"":1.71,""nVarNumber"":1,""nVarDigits"":4}",400.85,True,,1710.0,False,True,False
10.1016/j.fluid.2015.08.008#d3#p1#r7,10.1016/j.fluid.2015.08.008#d3#p1,10.1016/j.fluid.2015.08.008.json,3,1,7,InChI=1S/C9H16N2/c1-2-5-9-10-6-4-8-11(9)7-3-1/h1-8H2,GQHTUMJGOHRCHB-UHFFFAOYSA-N,"1,8-diaza-7-bicyclo[5.4.0]undecene",C9H16N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,403.95,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":13.38,""nCombUncertAssessNum"":1},""nPropValue"":403.95,""nPropNumber"":1,""nPropDigits"":5}",variable,"{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":2.01}",403.95,True,,2009.9999999999998,False,True,False
10.1016/j.fluid.2015.08.008#d3#p1#r8,10.1016/j.fluid.2015.08.008#d3#p1,10.1016/j.fluid.2015.08.008.json,3,1,8,InChI=1S/C9H16N2/c1-2-5-9-10-6-4-8-11(9)7-3-1/h1-8H2,GQHTUMJGOHRCHB-UHFFFAOYSA-N,"1,8-diaza-7-bicyclo[5.4.0]undecene",C9H16N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,407.05,"{""nPropNumber"":1,""nPropDigits"":5,""nPropValue"":407.05,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":12}}",variable,"{""nVarValue"":2.31,""nVarNumber"":1,""nVarDigits"":4}",407.05,True,,2310.0,False,True,False
10.1016/j.fluid.2015.08.008#d3#p1#r9,10.1016/j.fluid.2015.08.008#d3#p1,10.1016/j.fluid.2015.08.008.json,3,1,9,InChI=1S/C9H16N2/c1-2-5-9-10-6-4-8-11(9)7-3-1/h1-8H2,GQHTUMJGOHRCHB-UHFFFAOYSA-N,"1,8-diaza-7-bicyclo[5.4.0]undecene",C9H16N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,409,"{""nPropNumber"":1,""nPropDigits"":5,""CombinedUncertainty"":{""nCombExpandUncertValue"":10.99,""nCombUncertAssessNum"":1},""nPropValue"":409}",variable,"{""nVarValue"":2.51,""nVarNumber"":1,""nVarDigits"":4}",409,True,,2510.0,False,True,False
10.1016/j.fluid.2015.08.008#d3#p1#r10,10.1016/j.fluid.2015.08.008#d3#p1,10.1016/j.fluid.2015.08.008.json,3,1,10,InChI=1S/C9H16N2/c1-2-5-9-10-6-4-8-11(9)7-3-1/h1-8H2,GQHTUMJGOHRCHB-UHFFFAOYSA-N,"1,8-diaza-7-bicyclo[5.4.0]undecene",C9H16N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,412.87,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":9.83,""nCombUncertAssessNum"":1},""nPropValue"":412.87,""nPropNumber"":1,""nPropDigits"":5}",variable,"{""nVarValue"":3.01,""nVarNumber"":1,""nVarDigits"":4}",412.87,True,,3010.0,False,True,False
10.1016/j.fluid.2015.08.008#d3#p1#r11,10.1016/j.fluid.2015.08.008#d3#p1,10.1016/j.fluid.2015.08.008.json,3,1,11,InChI=1S/C9H16N2/c1-2-5-9-10-6-4-8-11(9)7-3-1/h1-8H2,GQHTUMJGOHRCHB-UHFFFAOYSA-N,"1,8-diaza-7-bicyclo[5.4.0]undecene",C9H16N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,416.15,"{""nPropNumber"":1,""nPropDigits"":5,""nPropValue"":416.15,""CombinedUncertainty"":{""nCombExpandUncertValue"":9.25,""nCombUncertAssessNum"":1}}",variable,"{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":3.31}",416.15,True,,3310.0,False,True,False
10.1016/j.fluid.2015.08.008#d3#p1#r12,10.1016/j.fluid.2015.08.008#d3#p1,10.1016/j.fluid.2015.08.008.json,3,1,12,InChI=1S/C9H16N2/c1-2-5-9-10-6-4-8-11(9)7-3-1/h1-8H2,GQHTUMJGOHRCHB-UHFFFAOYSA-N,"1,8-diaza-7-bicyclo[5.4.0]undecene",C9H16N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,416.95,"{""nPropNumber"":1,""nPropDigits"":5,""CombinedUncertainty"":{""nCombExpandUncertValue"":8.76,""nCombUncertAssessNum"":1},""nPropValue"":416.95}",variable,"{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":3.51}",416.95,True,,3510.0,False,True,False
10.1016/j.fluid.2015.08.008#d3#p1#r13,10.1016/j.fluid.2015.08.008#d3#p1,10.1016/j.fluid.2015.08.008.json,3,1,13,InChI=1S/C9H16N2/c1-2-5-9-10-6-4-8-11(9)7-3-1/h1-8H2,GQHTUMJGOHRCHB-UHFFFAOYSA-N,"1,8-diaza-7-bicyclo[5.4.0]undecene",C9H16N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,421.02,"{""nPropNumber"":1,""nPropDigits"":5,""CombinedUncertainty"":{""nCombExpandUncertValue"":8.19,""nCombUncertAssessNum"":1},""nPropValue"":421.02}",variable,"{""nVarValue"":4.01,""nVarDigits"":4,""nVarNumber"":1}",421.02,True,,4010.0,False,True,False
10.1016/j.fluid.2015.08.008#d3#p1#r14,10.1016/j.fluid.2015.08.008#d3#p1,10.1016/j.fluid.2015.08.008.json,3,1,14,InChI=1S/C9H16N2/c1-2-5-9-10-6-4-8-11(9)7-3-1/h1-8H2,GQHTUMJGOHRCHB-UHFFFAOYSA-N,"1,8-diaza-7-bicyclo[5.4.0]undecene",C9H16N2,10.1016/j.fluid.2015.08.008,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",distillation unit - dew point temperature,422.22,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":6.81},""nPropValue"":422.22,""nPropNumber"":1,""nPropDigits"":5}",variable,"{""nVarValue"":4.21,""nVarNumber"":1,""nVarDigits"":4}",422.22,True,,4210.0,False,True,False
