record_id,origin,molecule_id,inchi,name,H_kJ_mol,T_K,H_J_mol,method,source_doi,reference_codes_json,source_locator,reported_deviation,uncertainty_kind,uncertainty_confidence_percent,uncertainty_coverage_factor,experimental_temperature_range,temperature_status,thermodynamic_state,raw_row_verified,archive_XML_verified,full_primary_methods_verified,calorimetry_candidate,has_pressure_join,inside_pressure_temperature_envelope,decision,decision_reasons,independent_of_pressure_verified,training_allowed,corrected_298_field_excluded,duplicate_family,linked_record_ids_json,split,component_id
rdr250199#csvline800,compendium,mol_f45d44d06aa6449e,"InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3","1,1,1-trichloroethane",29.2,358,29200,C,,"[""1980MAJ/SVA""]","RDR file 250199, CSV line 800",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline804,compendium,mol_f45d44d06aa6449e,"InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3","1,1,1-trichloroethane",31.5,315,31500,C,,"[""1973AND/COU""]","RDR file 250199, CSV line 804",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline805,compendium,mol_f45d44d06aa6449e,"InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3","1,1,1-trichloroethane",30.4,335,30400,C,,"[""1973AND/COU""]","RDR file 250199, CSV line 805",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline806,compendium,mol_f45d44d06aa6449e,"InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3","1,1,1-trichloroethane",29.7,347,29700,C,,"[""1973AND/COU""]","RDR file 250199, CSV line 806",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline807,compendium,mol_f45d44d06aa6449e,"InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3","1,1,1-trichloroethane",32.5,298,32500,C,,"[""1971MAN/RIN"",""1972LAY/WAD""]","RDR file 250199, CSV line 807",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline810,compendium,mol_f45d44d06aa6449e,"InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3","1,1,1-trichloroethane",33.4,284,33400,C,,"[""1944RUB/LEV""]","RDR file 250199, CSV line 810",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8244,compendium,mol_af4829eb52c939fe,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3","1,2-dimethylbenzene",43.4,298,43400,C,,"[""1947OSB/GIN""]","RDR file 250199, CSV line 8244",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8257,compendium,mol_d40206d67276aa8c,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-dimethylbenzene",42.7,298,42700,C,,"[""1947OSB/GIN""]","RDR file 250199, CSV line 8257",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8268,compendium,mol_eb0e7cd1593e34a5,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","1,4-dimethylbenzene",36,411,36000,C,,"[""1985NAT/VIS""]","RDR file 250199, CSV line 8268",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8269,compendium,mol_eb0e7cd1593e34a5,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","1,4-dimethylbenzene",34.5,436,34500,C,,"[""1985NAT/VIS""]","RDR file 250199, CSV line 8269",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8270,compendium,mol_eb0e7cd1593e34a5,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","1,4-dimethylbenzene",30.5,484,30500,C,,"[""1985NAT/VIS""]","RDR file 250199, CSV line 8270",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8273,compendium,mol_eb0e7cd1593e34a5,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","1,4-dimethylbenzene",39.6,348,39600,C,,"[""1981HOS/SCO3""]","RDR file 250199, CSV line 8273",0.1,unspecified_compendium_deviation,,,"[348.0, 439.0]",reported_T_inside_listed_range,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8274,compendium,mol_eb0e7cd1593e34a5,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","1,4-dimethylbenzene",38.5,366,38500,C,,"[""1981HOS/SCO3""]","RDR file 250199, CSV line 8274",0.1,unspecified_compendium_deviation,,,"[348.0, 439.0]",reported_T_inside_listed_range,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8275,compendium,mol_eb0e7cd1593e34a5,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","1,4-dimethylbenzene",37.2,387,37200,C,,"[""1981HOS/SCO3""]","RDR file 250199, CSV line 8275",0.1,unspecified_compendium_deviation,,,"[348.0, 439.0]",reported_T_inside_listed_range,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8276,compendium,mol_eb0e7cd1593e34a5,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","1,4-dimethylbenzene",34.6,427,34600,C,,"[""1981HOS/SCO3""]","RDR file 250199, CSV line 8276",0.1,unspecified_compendium_deviation,,,"[348.0, 439.0]",reported_T_inside_listed_range,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8277,compendium,mol_eb0e7cd1593e34a5,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","1,4-dimethylbenzene",33.8,439,33800,C,,"[""1981HOS/SCO3""]","RDR file 250199, CSV line 8277",0.1,unspecified_compendium_deviation,,,"[348.0, 439.0]",reported_T_inside_listed_range,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8278,compendium,mol_eb0e7cd1593e34a5,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","1,4-dimethylbenzene",42.3,298,42300,C,,"[""1981HOS/SCO3""]","RDR file 250199, CSV line 8278",0.1,unspecified_compendium_deviation,,,"[348.0, 439.0]",reported_T_outside_listed_range_review_correction,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8284,compendium,mol_eb0e7cd1593e34a5,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","1,4-dimethylbenzene",42.4,298,42400,C,,"[""1947OSB/GIN""]","RDR file 250199, CSV line 8284",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8293,compendium,mol_b94bab3d5b62c755,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",ethylbenzene,40.5,328,40500,C,,"[""1982SVO/CHA""]","RDR file 250199, CSV line 8293",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8294,compendium,mol_b94bab3d5b62c755,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",ethylbenzene,39.5,343,39500,C,,"[""1982SVO/CHA""]","RDR file 250199, CSV line 8294",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8295,compendium,mol_b94bab3d5b62c755,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",ethylbenzene,38.6,358,38600,C,,"[""1982SVO/CHA""]","RDR file 250199, CSV line 8295",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8296,compendium,mol_b94bab3d5b62c755,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",ethylbenzene,39.4,346,39400,C,,"[""1981HOS/SCO3""]","RDR file 250199, CSV line 8296",0.1,unspecified_compendium_deviation,,,"[346.0, 437.0]",reported_T_inside_listed_range,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8297,compendium,mol_b94bab3d5b62c755,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",ethylbenzene,38.4,354,38400,C,,"[""1981HOS/SCO3""]","RDR file 250199, CSV line 8297",0.1,unspecified_compendium_deviation,,,"[346.0, 437.0]",reported_T_inside_listed_range,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8298,compendium,mol_b94bab3d5b62c755,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",ethylbenzene,37.7,376,37700,C,,"[""1981HOS/SCO3""]","RDR file 250199, CSV line 8298",0.1,unspecified_compendium_deviation,,,"[346.0, 437.0]",reported_T_inside_listed_range,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8299,compendium,mol_b94bab3d5b62c755,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",ethylbenzene,36.3,399,36300,C,,"[""1981HOS/SCO3""]","RDR file 250199, CSV line 8299",0.1,unspecified_compendium_deviation,,,"[346.0, 437.0]",reported_T_inside_listed_range,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8300,compendium,mol_b94bab3d5b62c755,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",ethylbenzene,34.5,425,34500,C,,"[""1981HOS/SCO3""]","RDR file 250199, CSV line 8300",0.1,unspecified_compendium_deviation,,,"[346.0, 437.0]",reported_T_inside_listed_range,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8301,compendium,mol_b94bab3d5b62c755,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",ethylbenzene,42.4,298,42400,C,,"[""1981HOS/SCO3""]","RDR file 250199, CSV line 8301",0.1,unspecified_compendium_deviation,,,"[346.0, 437.0]",reported_T_outside_listed_range_review_correction,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8303,compendium,mol_b94bab3d5b62c755,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",ethylbenzene,42.2,298,42200,C,,"[""1947OSB/GIN""]","RDR file 250199, CSV line 8303",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8386,compendium,mol_4ed4476039d60934,"InChI=1S/C8H10O2/c1-9-7-5-3-4-6-8(7)10-2/h3-6H,1-2H3","1,2-dimethoxybenzene",68.1,298,68100,C,,"[""2000MAT/MIR""]","RDR file 250199, CSV line 8386",1.4,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_adfdafeead28201b
rdr250199#csvline8422,compendium,mol_6fbb7c525fc1c495,"InChI=1S/C8H11N/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3","N, N-dimethylaniline",52.8,298,52800,C,,"[""1982FUR/SAK""]","RDR file 250199, CSV line 8422",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8559,compendium,mol_ad64c2cfe3c93488,"InChI=1S/C8H14O2/c1-7(9)10-8-5-3-2-4-6-8/h8H,2-6H2,1H3",cyclohexyl acetate,52.3,298,52300,C,,"[""2003ZAI/VER"",""2004PAU/ZAI""]","RDR file 250199, CSV line 8559",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,lineage_e315ce2beedff1d3,"[""10.1021/je025634v#d1#p1#r1""]",test,grp_69e3066d23c835df
rdr250199#csvline860,compendium,mol_f485c31dbb304f3b,InChI=1S/C2H3N/c1-2-3/h1H3,acetonitrile,32.9,298,32900,C,,"[""1970HOW/WAD""]","RDR file 250199, CSV line 860",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8620,compendium,mol_ea37acee7bc3d9f6,"InChI=1S/C8H15N/c1-2-3-4-5-6-7-8-9/h2-7H2,1H3",octanenitrile,56.8,298,56800,C,,"[""1977STRI/SUN""]","RDR file 250199, CSV line 8620",0.3,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline863,compendium,mol_f485c31dbb304f3b,InChI=1S/C2H3N/c1-2-3/h1H3,acetonitrile,33.3,298,33300,C,,"[""1965PUT/MCE""]","RDR file 250199, CSV line 863",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline864,compendium,mol_f485c31dbb304f3b,InChI=1S/C2H3N/c1-2-3/h1H3,acetonitrile,32.9,298,32900,C,,"[""1950IWA"",""1970HOW/WAD""]","RDR file 250199, CSV line 864",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline866,compendium,mol_f485c31dbb304f3b,InChI=1S/C2H3N/c1-2-3/h1H3,acetonitrile,31.1,387,31100,C,,"[""1901KAH2""]","RDR file 250199, CSV line 866",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8692,compendium,mol_03247da988422eaf,"InChI=1S/C8H16/c1-2-8-6-4-3-5-7-8/h8H,2-7H2,1H3",ethylcyclohexane,39.8,313,39800,C,,"[""1981SVO/CHA""]","RDR file 250199, CSV line 8692",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8693,compendium,mol_03247da988422eaf,"InChI=1S/C8H16/c1-2-8-6-4-3-5-7-8/h8H,2-7H2,1H3",ethylcyclohexane,38.9,328,38900,C,,"[""1981SVO/CHA""]","RDR file 250199, CSV line 8693",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8694,compendium,mol_03247da988422eaf,"InChI=1S/C8H16/c1-2-8-6-4-3-5-7-8/h8H,2-7H2,1H3",ethylcyclohexane,37.9,343,37900,C,,"[""1981SVO/CHA""]","RDR file 250199, CSV line 8694",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8695,compendium,mol_03247da988422eaf,"InChI=1S/C8H16/c1-2-8-6-4-3-5-7-8/h8H,2-7H2,1H3",ethylcyclohexane,37,358,37000,C,,"[""1981SVO/CHA""]","RDR file 250199, CSV line 8695",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8696,compendium,mol_03247da988422eaf,"InChI=1S/C8H16/c1-2-8-6-4-3-5-7-8/h8H,2-7H2,1H3",ethylcyclohexane,36.3,368,36300,C,,"[""1981SVO/CHA""]","RDR file 250199, CSV line 8696",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline87,compendium,mol_c555c47fe3d2bf7e,"InChI=1S/CCl4/c2-1(3,4)5",carbon tetrachloride,32.4,298,32400,C,,"[""1980MAJ/SVA""]","RDR file 250199, CSV line 87",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8700,compendium,mol_03247da988422eaf,"InChI=1S/C8H16/c1-2-8-6-4-3-5-7-8/h8H,2-7H2,1H3",ethylcyclohexane,40.5,298,40500,C,,"[""1947OSB/GIN""]","RDR file 250199, CSV line 8700",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8723,compendium,mol_c24403b08adc6841,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3",1-octene,39.5,313,39500,C,,"[""1982SVO/CHA""]","RDR file 250199, CSV line 8723",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8724,compendium,mol_c24403b08adc6841,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3",1-octene,38.6,328,38600,C,,"[""1982SVO/CHA""]","RDR file 250199, CSV line 8724",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8725,compendium,mol_c24403b08adc6841,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3",1-octene,37.6,343,37600,C,,"[""1982SVO/CHA""]","RDR file 250199, CSV line 8725",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8726,compendium,mol_c24403b08adc6841,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3",1-octene,36.6,358,36600,C,,"[""1982SVO/CHA""]","RDR file 250199, CSV line 8726",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8727,compendium,mol_c24403b08adc6841,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3",1-octene,35.8,368,35800,C,,"[""1982SVO/CHA""]","RDR file 250199, CSV line 8727",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8730,compendium,mol_c24403b08adc6841,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3",1-octene,40.3,298,40300,C,,"[""1977MAN/SEL""]","RDR file 250199, CSV line 8730",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline88,compendium,mol_c555c47fe3d2bf7e,"InChI=1S/CCl4/c2-1(3,4)5",carbon tetrachloride,31.7,313,31700,C,,"[""1980MAJ/SVA""]","RDR file 250199, CSV line 88",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline888,compendium,mol_3b77e9f37a5881a9,InChI=1S/C2H4BrCl/c3-1-2-4/h1-2H2,1-bromo-2-chloroethane,37.6,308,37600,C,,"[""1992SVO/KUB2""]","RDR file 250199, CSV line 888",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline8888,compendium,mol_8b8ce5ecf64b8081,"InChI=1S/C8H16O2/c1-3-5-6-7-8(9)10-4-2/h3-7H2,1-2H3",ethyl hexanoate,51.7,298,51700,C,,"[""1986NIL/WAD""]","RDR file 250199, CSV line 8888",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline889,compendium,mol_3b77e9f37a5881a9,InChI=1S/C2H4BrCl/c3-1-2-4/h1-2H2,1-bromo-2-chloroethane,37.3,315,37300,C,,"[""1992SVO/KUB2""]","RDR file 250199, CSV line 889",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline89,compendium,mol_c555c47fe3d2bf7e,"InChI=1S/CCl4/c2-1(3,4)5",carbon tetrachloride,30.9,328,30900,C,,"[""1980MAJ/SVA""]","RDR file 250199, CSV line 89",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline890,compendium,mol_3b77e9f37a5881a9,InChI=1S/C2H4BrCl/c3-1-2-4/h1-2H2,1-bromo-2-chloroethane,36.9,323,36900,C,,"[""1992SVO/KUB2""]","RDR file 250199, CSV line 890",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline891,compendium,mol_3b77e9f37a5881a9,InChI=1S/C2H4BrCl/c3-1-2-4/h1-2H2,1-bromo-2-chloroethane,36.6,330,36600,C,,"[""1992SVO/KUB2""]","RDR file 250199, CSV line 891",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
