record_id,origin,molecule_id,inchi,name,H_kJ_mol,T_K,H_J_mol,method,source_doi,reference_codes_json,source_locator,reported_deviation,uncertainty_kind,uncertainty_confidence_percent,uncertainty_coverage_factor,experimental_temperature_range,temperature_status,thermodynamic_state,raw_row_verified,archive_XML_verified,full_primary_methods_verified,calorimetry_candidate,has_pressure_join,inside_pressure_temperature_envelope,decision,decision_reasons,independent_of_pressure_verified,training_allowed,corrected_298_field_excluded,duplicate_family,linked_record_ids_json,split,component_id
rdr250199#csvline1906,compendium,mol_2465ec339bda2cbb,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",1-propanol,45,328,45000,C,,"[""1971POL/BEN""]","RDR file 250199, CSV line 1906",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1910,compendium,mol_2465ec339bda2cbb,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",1-propanol,47.3,298,47300,C,,"[""1966WAD""]","RDR file 250199, CSV line 1910",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1912,compendium,mol_2465ec339bda2cbb,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",1-propanol,46.6,298,46600,C,,"[""1963MCC/LAI""]","RDR file 250199, CSV line 1912",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1915,compendium,mol_2465ec339bda2cbb,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",1-propanol,43.9,343,43900,C,,"[""1961MAT/MCK""]","RDR file 250199, CSV line 1915",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1916,compendium,mol_2465ec339bda2cbb,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",1-propanol,42.3,360,42300,C,,"[""1961MAT/MCK""]","RDR file 250199, CSV line 1916",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1917,compendium,mol_2465ec339bda2cbb,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",1-propanol,41.2,370,41200,C,,"[""1961MAT/MCK""]","RDR file 250199, CSV line 1917",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1918,compendium,mol_2465ec339bda2cbb,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",1-propanol,40.3,378,40300,C,,"[""1961MAT/MCK""]","RDR file 250199, CSV line 1918",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1919,compendium,mol_2465ec339bda2cbb,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",1-propanol,39.7,384,39700,C,,"[""1961MAT/MCK""]","RDR file 250199, CSV line 1919",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1938,compendium,mol_83a135e5c50b66c1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",2-propanol,45.34,298,45340,C,,"[""1971POL/BEN""]","RDR file 250199, CSV line 1938",0.02,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1939,compendium,mol_83a135e5c50b66c1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",2-propanol,44.7,308,44700,C,,"[""1971POL/BEN""]","RDR file 250199, CSV line 1939",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1940,compendium,mol_83a135e5c50b66c1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",2-propanol,43.9,318,43900,C,,"[""1971POL/BEN""]","RDR file 250199, CSV line 1940",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1941,compendium,mol_83a135e5c50b66c1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",2-propanol,42.5,328,42500,C,,"[""1971POL/BEN""]","RDR file 250199, CSV line 1941",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1943,compendium,mol_83a135e5c50b66c1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",2-propanol,45.2,298,45200,C,,"[""1966WAD""]","RDR file 250199, CSV line 1943",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1944,compendium,mol_83a135e5c50b66c1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",2-propanol,42.7,330,42700,C,,"[""1964BER/LAR""]","RDR file 250199, CSV line 1944",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1945,compendium,mol_83a135e5c50b66c1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",2-propanol,41,346,41000,C,,"[""1964BER/LAR""]","RDR file 250199, CSV line 1945",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1946,compendium,mol_83a135e5c50b66c1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",2-propanol,39.8,355,39800,C,,"[""1964BER/LAR""]","RDR file 250199, CSV line 1946",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1947,compendium,mol_83a135e5c50b66c1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",2-propanol,38.9,363,38900,C,,"[""1964BER/LAR""]","RDR file 250199, CSV line 1947",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1949,compendium,mol_83a135e5c50b66c1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",2-propanol,44,298,44000,C,,"[""1963MCC/LAI""]","RDR file 250199, CSV line 1949",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1951,compendium,mol_83a135e5c50b66c1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",2-propanol,43.2,324,43200,C,,"[""1963HAL/COX""]","RDR file 250199, CSV line 1951",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1952,compendium,mol_83a135e5c50b66c1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",2-propanol,41.7,339,41700,C,,"[""1963HAL/COX""]","RDR file 250199, CSV line 1952",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1953,compendium,mol_83a135e5c50b66c1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",2-propanol,39.8,355,39800,C,,"[""1963HAL/COX""]","RDR file 250199, CSV line 1953",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1960,compendium,mol_21a4cd711754eeed,"InChI=1S/C3H8O2/c1-5-3-2-4/h4H,2-3H2,1H3",2-methoxyethanol,45.2,298,45200,C,,"[""1971KUS/WAD""]","RDR file 250199, CSV line 1960",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1999,compendium,mol_4f13a4696bbfcaf9,"InChI=1S/C3H8O2/c4-2-1-3-5/h4-5H,1-3H2","1,3-propanediol",72.4,298,72400,C,,"[""1988KNA/SAB"",""1990KNA/SAB2""]","RDR file 250199, CSV line 1999",0.3,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2017,compendium,mol_57ae3fd1e1d200c6,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",glycerol,91.7,298,91700,C,,"[""1988BAS/NIL""]","RDR file 250199, CSV line 2017",0.9,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2098,compendium,mol_cdcd3722df880b7b,InChI=1S/C3H10N2/c4-2-1-3-5/h1-5H2,"1,3-diaminopropane",50.2,298,50200,C,,"[""1969WAD""]","RDR file 250199, CSV line 2098",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2303,compendium,mol_ca0440f5ec95bc5f,InChI=1S/C4H4S/c1-2-4-5-3-1/h1-4H,thiophene,33.6,319,33600,C,,"[""1949WAD/KNO""]","RDR file 250199, CSV line 2303",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2304,compendium,mol_ca0440f5ec95bc5f,InChI=1S/C4H4S/c1-2-4-5-3-1/h1-4H,thiophene,32.7,336,32700,C,,"[""1949WAD/KNO""]","RDR file 250199, CSV line 2304",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2305,compendium,mol_ca0440f5ec95bc5f,InChI=1S/C4H4S/c1-2-4-5-3-1/h1-4H,thiophene,31.5,357,31500,C,,"[""1949WAD/KNO""]","RDR file 250199, CSV line 2305",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2344,compendium,mol_115984f9be727624,InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H,pyrrole,41.4,362,41400,C,,"[""1967SCO/BER""]","RDR file 250199, CSV line 2344",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2345,compendium,mol_115984f9be727624,InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H,pyrrole,40.2,381,40200,C,,"[""1967SCO/BER""]","RDR file 250199, CSV line 2345",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2346,compendium,mol_115984f9be727624,InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H,pyrrole,38.7,403,38700,C,,"[""1967SCO/BER""]","RDR file 250199, CSV line 2346",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline239,compendium,mol_c12442c83d78b47e,InChI=1S/CH2Br2/c2-1-3/h1H2,dibromomethane,36.5,288,36500,C,,"[""1979KUD/KUD""]","RDR file 250199, CSV line 239",,unspecified_compendium_deviation,,,"[273.0, 373.0]",reported_T_inside_listed_range,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2421,compendium,mol_3e3fe40dbc9b9649,"InChI=1S/C4H6N2/c1-6-4-2-3-5-6/h2-4H,1H3",1-methylpyrazole,48,298,48000,C,,"[""1999MO/YAN""]","RDR file 250199, CSV line 2421",1.3,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],validation,grp_5ed1239f1de5ca2c
rdr250199#csvline2422,compendium,mol_c7243d1eeacc7b0e,"InChI=1S/C4H6N2/c1-4-2-3-5-6-4/h2-3H,1H3,(H,5,6)",3-methylpyrazole,65.9,298,65900,C,,"[""2008RIB/FIG""]","RDR file 250199, CSV line 2422",2.0,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],validation,grp_5ed1239f1de5ca2c
rdr250199#csvline2465,compendium,mol_299a215a96655c24,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,γ-butyrolactone,54.4,298,54400,C,,"[""1990LEI/PIL2""]","RDR file 250199, CSV line 2465",0.4,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2644,compendium,mol_c5207e620c9fcfd3,InChI=1S/C4H8Cl2/c5-3-1-2-4-6/h1-4H2,"1,4-dichlorobutane",46.5,298,46500,C,,"[""1992HE/AN""]","RDR file 250199, CSV line 2644",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2646,compendium,mol_c5207e620c9fcfd3,InChI=1S/C4H8Cl2/c5-3-1-2-4-6/h1-4H2,"1,4-dichlorobutane",46.4,298,46400,C,,"[""1990AN/HE""]","RDR file 250199, CSV line 2646",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2647,compendium,mol_c5207e620c9fcfd3,InChI=1S/C4H8Cl2/c5-3-1-2-4-6/h1-4H2,"1,4-dichlorobutane",46.4,298,46400,C,,"[""1989AN/HU""]","RDR file 250199, CSV line 2647",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2682,compendium,mol_e36df2c2d963afd3,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",2-butanone,34.8,298,34800,C,,"[""1983UCH/MAJ""]","RDR file 250199, CSV line 2682",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2683,compendium,mol_e36df2c2d963afd3,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",2-butanone,35,298,35000,C,,"[""1981GAT/STR""]","RDR file 250199, CSV line 2683",0.6,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2684,compendium,mol_e36df2c2d963afd3,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",2-butanone,34.5,298,34500,C,,"[""1979SUN/SVE2""]","RDR file 250199, CSV line 2684",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2688,compendium,mol_e36df2c2d963afd3,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",2-butanone,33.8,315,33800,C,,"[""1973GEI/QUI""]","RDR file 250199, CSV line 2688",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2689,compendium,mol_e36df2c2d963afd3,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",2-butanone,33.8,314,33800,C,,"[""1961NIC/KOB""]","RDR file 250199, CSV line 2689",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2690,compendium,mol_e36df2c2d963afd3,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",2-butanone,32.3,338,32300,C,,"[""1961NIC/KOB""]","RDR file 250199, CSV line 2690",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2691,compendium,mol_e36df2c2d963afd3,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",2-butanone,31.3,352,31300,C,,"[""1961NIC/KOB""]","RDR file 250199, CSV line 2691",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2692,compendium,mol_e36df2c2d963afd3,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",2-butanone,30.5,363,30500,C,,"[""1961NIC/KOB""]","RDR file 250199, CSV line 2692",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2693,compendium,mol_e36df2c2d963afd3,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",2-butanone,30,370,30000,C,,"[""1961NIC/KOB""]","RDR file 250199, CSV line 2693",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2723,compendium,mol_d256cec7b59305ff,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,tetrahydrofuran,32,298,32000,C,,"[""1981HOS/SCO""]","RDR file 250199, CSV line 2723",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2758,compendium,mol_953db3858ca974a4,InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,"1,4-dioxane",38.6,298,38600,C,,"[""1982BYS/MAN""]","RDR file 250199, CSV line 2758",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2764,compendium,mol_e55299b0f2600cdb,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",ethyl acetate,35.6,298,35600,C,,"[""1980SVO/UCH""]","RDR file 250199, CSV line 2764",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2765,compendium,mol_e55299b0f2600cdb,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",ethyl acetate,34.6,313,34600,C,,"[""1980SVO/UCH""]","RDR file 250199, CSV line 2765",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2766,compendium,mol_e55299b0f2600cdb,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",ethyl acetate,31.4,343,31400,C,,"[""1980SVO/UCH""]","RDR file 250199, CSV line 2766",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2767,compendium,mol_e55299b0f2600cdb,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",ethyl acetate,33.8,326,33800,C,,"[""1977SVO/VES""]","RDR file 250199, CSV line 2767",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2768,compendium,mol_e55299b0f2600cdb,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",ethyl acetate,33.4,331,33400,C,,"[""1977SVO/VES""]","RDR file 250199, CSV line 2768",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2769,compendium,mol_e55299b0f2600cdb,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",ethyl acetate,32.4,344,32400,C,,"[""1977SVO/VES""]","RDR file 250199, CSV line 2769",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2770,compendium,mol_e55299b0f2600cdb,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",ethyl acetate,31.9,351,31900,C,,"[""1977SVO/VES""]","RDR file 250199, CSV line 2770",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2771,compendium,mol_e55299b0f2600cdb,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",ethyl acetate,31,363,31000,C,,"[""1977SVO/VES""]","RDR file 250199, CSV line 2771",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2774,compendium,mol_e55299b0f2600cdb,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",ethyl acetate,35.1,298,35100,C,,"[""1966WAD""]","RDR file 250199, CSV line 2774",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline2854,compendium,mol_da1f79aed535e48b,InChI=1S/C4H8S/c1-2-4-5-3-1/h1-4H2,tetrahydrothiophene,39.2,298,39200,C,,"[""1962DAV/SUN""]","RDR file 250199, CSV line 2854",0.3,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],validation,grp_da1f79aed535e48b
rdr250199#csvline2857,compendium,mol_da1f79aed535e48b,InChI=1S/C4H8S/c1-2-4-5-3-1/h1-4H2,tetrahydrothiophene,36.9,350,36900,C,,"[""1952HUB/FIN""]","RDR file 250199, CSV line 2857",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],validation,grp_da1f79aed535e48b
